clavy_id;titulo;editorial;fecha de publicación;lugar de publicación
61637;Singladuras. Viaje americano;Compañía Ibero-Americana de Publicaciones (CIAP);[1932];Madrid [etc.]
61638;Los vengadores;Rivadeneyra;1922;Madrid
61639;El peligro yanqui;Publicaciones España;1921;Madrid
61640;EI amor en el siglo cien;Rivadeneyra;1922;Madrid
61641;Los topos. La novela de la mina;Sucesores de Rivadeneyra;1930;Madrid
61642;La profecía de Don Jaume;V. H. Sanz Calleja;1926;Madrid
61645;El guardián de la paz;V. H. Sanz Calleja;1924;Madrid
61646;Los príncipes iguales. Novela;Historia Nueva;1928;[Madrid]
61647;Ana Battori;V. H. Sanz Calleja;1923;Madrid
61648;Historia de Roma;Surco;[1953];Barcelona
61650;Los náufragos del glaciar;V. H. Sanz Calleja;1923;Madrid
61651;Historias de Goethe;Araluce;[1953];Barcelona
61652;La de los ojos color de uva. Novela;Renacimiento;[1910?];Madrid
61653;La clave del crimen;Libr. Rivadeneyra;[ca. 1923];Madrid
61654;La heredera (Washington Square);Surco;[1952];Barcelona
61655;Iluminaciones en la sombra;Renacimiento;1910;Madrid
61656;Las pistas del crimen;Libr. Rivadeneyra;1920;Madrid
61658;Cartas a las mujeres de España;Renacimiento;[1930];Madrid
61659;EI secreto de Sara;V. H. Sanz Calleja;[1921];Madrid
61660;El encanto de Buenos Aires;Perlado, Páez y Cía. (Sucs. de Hernando);[1914];Madrid
61661;El hijo de Sara;V. H. Sanz Calleja;1921;Madrid
61662;Historia de Italia contemporánea 1870-1946;Surco;[1952];Barcelona
61663;Memorias de una cortesana. Novela original;Ramón Sopena;[1918?];Barcelona
61664;El banquete de Saturno;Mentora;[1931];Barcelona
61666;La agonía antillana. El imperialismo yanqui en el mar Caribe. (Impresiones de un viaje a Puerto Rico, Santo Domingo, Haití y Cuba);Espasa-Calpe;1928;Madrid
61668;El profesor de matrimonios. Curso de felicidad conyugal;José Janés;1952;[Barcelona]
61669;Entrando en fuego. Trabajos literarios;Imp. del Diario de Avisos;1905;Segovia
61670;Los buitres;Libr. Pueyo;1908;Madrid
61671;Seis Juanes;Juventud;[1951];Barcelona
61672;A los vencedores y a los vencidos;(Imp. de Las Novedades);1869;Madrid
61675;El negro que tenía el alma blanca. Novela;[Suc. Rivadeneyra];[ca. 1928];Madrid
61676;Diccionario de la belleza. La belleza de A a Z;Argos;[1950];Barcelona
61677;A.M.D.G.;Biblioteca Renacimiento;1911;Madrid
61681;La Ilíada o El sitio de Troya;Araluce;[1951];Barcelona
61682;Mujeres del Quijote;Afrodisio Aguado;[ca. 1947];Madrid
61684;Cita de ensueños (figuras del cinema);Biblioteca del Grupo de Escritores Cinematográficos Independientes;1936;Madrid
61685;La nueva catolicidad;Ediciones de La Gaceta literaria;1933;Madrid
61688;Suburbio;E.A.;[1949?];Barcelona
61690;Historia de Inglaterra;Surco;1949;Barcelona
61691;Historia del teatro español. Comediantes. Escritores. Curiosidades escénicas;Montaner y Simón;[1924];Barcelona
61692;Salvador Dalí visto por su hermana;Juventud;[1949];Barcelona
61693;Poetas y prosistas del novecientos (España y América);América;1919;Madrid
61694;El señor Esteve;Juventud;1949;Barcelona
61695;Los temas literarios y su interpretación;V. H. Sanz Calleja;[1924];Madrid
61696;La nueva literatura;V.H. de Sanz Calleja;[1916?-1927];Madrid
61697;La sirena herida;Surco;1949;Barcelona
61698;La nueva literatura francesa (poesía, novela, teatro, prensa);Mundo Latino;[1927];Madrid
61700;Obras completas de Concepción Arenal;Victoriano Suárez;1894-1913;Madrid
61702;Obras satíricas y festivas;Ediciones de La Lectura;1924;Madrid
61703;Historia de Francia;Surco;1947;Barcelona
61705;El existencialismo;Salvat Editores;1948;Barcelona [etc]
61706;Notas literarias de Extremadura;[s.n.];1932;Badajoz
61711;Historia de la escultura;Salvat;1948;Buenos Aires
61712;Los contemporáneos. Apuntes para una historia de la literatura hispanoamericana a principios del siglo XX;Garnier Hnos.;[1907-1909];París
61714;Tristes y alegres. Colección de poesías;Imp. y Lit. La Catalana;1894;Madrid
61718;Plays of G[regorio] Martinez Sierra;E.P.Dutton & Co.;[ca. 1922-1923];New York
61720;El negro que tenía el alma blanca. Novela;Renacimiento;[ca. 1930];Madrid
61721;Historia de Polonia;Surco;[1945];Barcelona
61724;La batalla teatral;Mundo Latino;[1930];Madrid
61725;Historia de Manon Lescaut y del Caballero Des Grieux;[s.n.];[1946?];[S.l.]
61727;El señor diablo;Gráf. Excelsior;[1897?];[Madrid]
61728;La virgen del infierno. Novela de presidio;A. López;[1927?];Barcelona,
61729;Libros de caballerías. Selección hecha por Ramón M. Tenreiro;Instituto-escuela, Junta para Ampliación de Estudios;1924;Madrid
61732;Azorín, Baroja. Nuevas estéticas. Anotaciones sentimentales, Caprichos ... Ensayos;[Libr. Fernando Fe];1923;Madrid
61734;E. Gómez Carrillo, el escritor y el hombre;[s.n.];1928;Madrid
61735;Fuga :Narraciones;Apolo;[1944];Barcelona
61736;Belarmino y Apolonio. Novela;Saturnino Calleja;1921;Madrid
61737;Una familia inglesa;Juventud;[1944;Barcelona
61739;Más alláNovela "Che faró senza...!";Juventud;[1944];Barcelona
61740;Jovellanos, su vida y su obra;(Imp. Artistica Espanola);1911;Madrid
61741;Historia de Inglaterra;Surco;[1943];Barcelona
61743;Lyautey;Surco;1943;Barcelona
61744;Poesías completas de Salvador Rueda;Maucci [etc.];1911;Barcelona
61745;Los ingleses;"Surco";[1944];Barcelona
61746;Gritos del combate. Poesías. Discurso sobre la poesía contemporánea;Libr. de Fernando Fé ; Sevilla : Libr. de Juan Antonio Fé;1904;Madrid
61749;Reyes sin reino;Surco;[1944];Barcelona
61750;Doble agonía de Bécquer;Espasa-Calpe;1936;Madrid
61753;Por los espacios imaginarios;Libr. de Fernando Fe;1885;Madrid
61754;Memorias de la Reina Hortensia;[Surco, [N.A.G.S.A.];[1943];Barcelona
61756;Cuentos ilustrados;(Imp. de Henrich y Cía.);1936;Madrid
61758;Genio de España. Exaltaciones o una resurrección nacional y del mundo;Ed. de "La Gaceta Literaria";1932;Madrid
61759;Presente y futuro. Nuevos cuentos;Juan Gili;1897;Barcelona
61760;Un grupo de nobles damas;Surco;[1943;Barcelona
61761;Los mejores cuentos de la condesa Emilia Pardo Bazán;Doubleday, Doran;1931;Garden City, N.Y.
61768;Historia de Inglaterra;"Surco";[1943];Barcelona
61769;Vida de Martín Fierro, el gaucho ejemplar;Epasa-Calpe;1934;Madrid
61770;Obras poéticas;La Lectura;1923;Madrid
61771;Un viaje a Cerebrópolis. Ensayo humorístico de dinámica cerebral;Sucesores de N. Ramírez;1884;Barcelona
61772;Madame Tallien, realista y revolucionaria;Joaquín Gil.;[1943];Barcelona
61773;Signario (versos);Índice;1923;Madrid
61774;Memorias de Muñoz Villena. Fantasía de costumbres políticas contemporáneas;(Imp. El Correo Español);1912;Madrid
61779;Pájaro pinto;Revista de Occidente;[1927];Madrid
61780;La familia de los Onkos;La Academia;1888;Barcelona
61782;Idearium español;Victoriano Suárez;1905;Madrid
61783;Misterios de la locura;Henrich y Cía.;1890;Barcelona
61784;La puerta cerradaNovela;Juventud;[1943;Barcelona
61785;El incongruente. Novela grande;Calpe;[1922];[Madrid]
61787;El convidado de papel. Novela;Espasa-Calpe;1935;Madrid
61789;El molino junto al Floss;Joaquín Gil;[1943];Barcelona
61790;Sobre la gracia artística. Conferencia;[Blass];1932;Madrid
61791;Dos mundos al habla. Cuarenta días de relaciones interplanetarias;Antea;1922;Madrid
61793;Fauna contemporánea. Ensayos breves;Espasa-Calpe;1933;Madrid [etc.]
61794;Peter Pan y Wendy. La historia del niño que no quiso crecer;Juventud;2000;Barcelona
61795;Échantillons;Bernard Grasset;1923;Paris
61796;Salvador Dalí visto por su hermana;Parsifal;1993;Barcelona
61799;El gran hotel (novela grande);Editorial América;[1922?];Madrid
61801;Flor de greguerías;Espasa-Calpe;1935;Madrid
61802;Las mejores poesías patrióticas españolas;Sáenz de Jubera, Hnos.;1919;Madrid
