clavy_id;recursos;nombre;género;fechas asociadas al nombre
61387;1;Moreau de Jonnès, Alexandre;Hombre;1808-1878
61388;2;Seriman, Zaccaria;Hombre;1709-1784
61394;1;Orti y Muñoz, Carlos;Hombre;1870-1933
61398;3;Morales San Martin, Bernardo;;
61401;1;Serra Orts, Antonio;Hombre;1856-1926
61402;1;Martín, Elvira;;
61405;1;Mendizábal, Carlos;Hombre;1864-1949
61406;1;Luaces, Juan G. de;Hombre;1906-1963
61409;1;Bermejo Merelo, Segismundo;Hombre;1833-1899
61412;1;Bosch, Andrés;Hombre;1926-1984
61414;1;Gossé, G.;;
61416;1;Gossé, L.;;1916-2001
61429;9;Aragón y Soldado, Jesús de;Hombre;1893-1973
61432;1;Neville, Edgar;Hombre;1899-1967
61433;0;Balzola, Asun;Mujer;1942-2006
61437;4;Kaus, Gina;Mujer;1894-1985
61439;1;Eguílaz Cabeza, Julio;Hombre;1883-?
61442;1;Ortiz de Pinedo, Adelardo;Hombre;1859-?
61444;1;Baroja, Ricardo;Hombre;1871-1953
61446;1;Rubio Sánchez, José;Hombre;
61448;1;W. Barrymore;Hombre;
61449;1;Brion, Marcel;Hombre;1895-1984
61451;1;Michel, Paul-Henri;Hombre;1894-1964
61455;1;Rawson, Philip S.;Hombre;1924-1995
61456;1;Ramos de Pablo, Francisco;Hombre;
61459;1;Sérullaz, Maurice;Hombre;1914-1997
61460;1;Bedoya y Lerzundi, Manuel Augusto;Hombre;1888-1942
61462;1;Rubio Coloma, Jesús;;
61463;1;Francastel, Galienne;;
61468;1;Lion Depetre, José;Hombre;1893
61470;2;Martínez Rizo, Alfonso;Hombre;1877-1951
61473;1;Dorival, Bernard;Hombre;1914-2003
61477;1;Fosca, François;Hombre;1881-1980
61483;1;Swann, Peter C.;Hombre;
61487;1;Lemaître, Henri;Hombre;
61488;1;Pérez de Olaguer, Antonio;Hombre;1907-1968
61489;1;Digeon, Aurelien;Hombre;
61492;1;Diz Lois, Casimiro;Hombre;1899-1972
61495;3;Bejarano, Benigno;Hombre;1900-1944
61498;1;Tusquets y Tresserra, Enrique;Hombre;
61502;1;Piracés García, Agustín;Hombre;1896-1956
61504;1;Brocos Gómez, Modesto;Hombre;1852-1936
61510;1;Cascales y Muñoz, José;Hombre;1865-1933
61511;0;Granch, H. C.;;1892-
61514;0;Macragh, Esteban;Hombre;
61517;1;Cohen, Robert;Hombre;
61522;1;Colmenares, Aureliano;Hombre;1873-1947
61523;0;Mallorquí, José;Hombre;1913-1972
61528;1;Tomasich, Enrique;Hombre;
61529;1;Bertrán Rubio, Eduardo;Hombre;1838-1909
61540;1;Zahonero, José;Hombre;1853-1931
61541;3;Swift, Jonathan;Hombre;1667-1745
61545;26;Trigo, Felipe;Hombre;1864-1916
61546;1;Cerdá, Elías;Hombre;1874-1932
61547;1;Esquilo;Hombre;526 a.C.- 457 a.C.
61549;1;Mesa Ramos, José;Hombre;1856-1935
61552;0;Ruiz de Alarcón y Mendoza, Juan;Hombre;1581?-1639
61558;1;Portilla, A. de la;;
61561;0;Molina, Tirso de;Hombre;1579-1648
61562;5;Bergamín, José;Hombre;1895-1983
61566;1;Valero de Bernabé, Vicente;Hombre;
61567;0;Lozoya, Juan de Contreras y López de Ayala,;Hombre;1893-1978
61572;1;Ledesma Hernández, Antonio;;1856-1937
61577;1;Millán Villanueva, Camilo;Hombre;1839-1908
61578;2;Camins, José;Hombre;1876-ca. 1933
61581;0;Ercilla y Zúñiga, Alonso de;Hombre;1533-1594
61582;5;Nelken, Margarita;Mujer;1894-1968
61583;1;Acevedo, Agustín María;;1806-1874
61587;1;Eurípides;Hombre;ca. 480 a. C.-406 a. C.
61588;1;González Besada, Augusto;Hombre;
61589;19;Elola, José de;Hombre;1859-1933
61593;1;Obregón, Antonio de;Hombre;1909-1985
61597;0;Glyn, Elinor;Mujer;1864-1943
61599;1;Flores, Antonio;Hombre;1818-1865
61601;2;Bendito y Trujillo, Enrique;Hombre;1859-?
61602;1;Shakespeare, William;Hombre;1564-1616
61607;1;San Martín, Antonio de;Hombre;1841-1887
61610;1;Morán Márquez, Ángeles;Mujer;
61612;1;Homs i Bisa, Josep Antoni;Hombre;1897-1969
61619;1;Almirall, Valentí;Hombre;1841-1904
61621;1;Plana, Alexandre;Hombre;
61636;0;Zuinaga, L. Antonio de;Hombre;
61644;1;Acevedo, Isidoro;Hombre;
61649;1;Arderíus, Joaquín;Hombre;1885-1969
61657;1;James, Henry;Hombre;1843-1916
61665;1;Riba, Carles;Hombre;1893-1959
61667;1;Torre, Matilde de la;Mujer;1884-1946
61673;1;Vicente, Ángeles;Mujer;1878-?
61678;1;Ramírez, Zoé;Mujer;
61679;3;Sáiz de Otero, Concepción;Mujer;1851-1934
61680;1;Auclair, Marcelle;Mujer;1899-1983
61683;17;Jarnés, Benjamín;Hombre;1888-1949
61686;1;Benguerel, Xavier;Hombre;1905-1990
61687;1;Lasso de la Vega, Francisco de Paula;Hombre;1874-
61689;1;Bernat y Durán, José;Hombre;
61699;1;Rusiñol, Santiago;Hombre;1861-1931
61701;1;Prévost, Antoine François;Hombre;1697-1763
61704;4;Quevedo, Francisco de;Hombre;1580-1645
61707;1;Foulquié, Paul;Hombre;
61708;6;López Prudencio, José;Hombre;
61709;1;Machado, Manuel;Hombre;1874-1947
61710;1;Paradas, Enrique;Hombre;
61713;1;Hourticq, Louis;Hombre;
61715;0;Ramón y Cajal, Santiago;Hombre;1852-1934
61716;5;Granville-Barker, Helen;Mujer;d. 1950
61717;5;Granville-Barker, Harley;Hombre;1877-1946
61719;100;Martínez Sierra, Gregorio;Hombre;1881-1947
61722;51;Insúa, Alberto;Hombre;1883-1963
61726;17;Araquistain, Luis;Hombre;1886-1959
61730;5;Queirós, Eça de;Hombre;1845-1900
61731;9;González-Ruano, César;Hombre;1903-1965
61733;1;Céspedes, Alba de;Mujer;1911-1997
61738;13;González-Blanco, Edmundo;Hombre;1877-1938
61742;1;Pujadas Ferreira, Lila;Mujer;
61747;1;Lenôtre, G.;;
61748;6;Tenreiro, Ramón María;Hombre;1879-1938
61751;1;Dinis, Júlio;Hombre;1839-1871
61752;49;Núñez de Arce, Gaspar;Hombre;1834-1903
61755;16;Moreno Villa, José;Hombre;1887-1955
61757;1;Hortensia;Mujer;
61762;1;Gaspar y Rimbau, Enrique;Hombre;1842-1902
61763;1;Hardy, Thomas;Hombre;1840-1928
61764;1;Jones, Willis Knapp;Hombre;1895-
61766;1;Sánchez de Fuentes y Pelaez, Fernando;Hombre;
61767;1;Zayas, Alfredo;Hombre;
61775;1;Chimay, Princesse de;Mujer;
61776;8;Espina, Antonio;Hombre;1894-1972
61777;4;Cirici Ventalló, Domingo;Hombre;1878-1918
61778;1;Sacharoff, Olga;Mujer;1889-1967
61781;1;Colette;Mujer;1873-1954
61786;1;Gibbs, George;Hombre;
61788;3;Giné y Partagás, Juan;Hombre;1836-1903
61792;1;Pla, Jaime;Hombre;
61797;2;Larbaud, Valéry;Hombre;1881-1957
61798;1;Gibson, Ian;Hombre;1939-
61800;1;Dalí, Anna Maria;Mujer;
61805;1;Pomès, Mathilde;Mujer;1886-1977
61808;30;Hernández Catá, Alfonso;Hombre;1885-1940
61810;13;Camba, Julio;Hombre;1884-1962
61816;1;Attwell, Mabel Lucie;;1879-1964
61818;2;Barrie, James Mathew;Hombre;1860-1937
61820;1;Mata, Marta;Mujer;1926-2006
61822;1;Correas, José;Hombre;
61825;4;García Mercadal, José;Hombre;1883-1975
61828;1;Sabatini, Rafael;Hombre;1875-1950
61829;1;Cestero, Tulio Manuel;Hombre;1877-1955
61836;1;Galsworthy, John;Hombre;1867-1933
61838;1;Baeza, Ricardo;Hombre;1890-1956
61851;2;Segrelles Albert, José;Hombre;1885-1969
61853;4;Maurois, André;;1885-1967
61855;1;Rueda, Lope de;Hombre;1510-1565
61859;1;Laffón, Rafael;Hombre;1895-1978
61871;1;Conkling, Grace Walcott (Hazard);;1878-1958
61872;1;Hubbard, Alice Philena;Mujer;
61873;2;Ariosto, Lodovico;Hombre;1474-1533
61875;1;Logli, Mario;Hombre;
61883;1;Ballestar, Vicente B.;Hombre;1929-
61890;1;Hereford, Philip;Hombre;
61891;0;Cervantes Saavedra, Miguel de;Hombre;1547-1616
61898;1;Muñoz, M. A.;;
61901;11;Pemán, José María;Hombre;1897-1981
61903;4;Castro, Rosalía de;Mujer;1837-1885
61904;0;Albert;;1885-1969
61905;1;Seeger, Annabel Hord;Mujer;
61908;1;Van Dine, S. S.;Hombre;1888-1939
61912;1;Luzscienski, M.;;
61916;1;Rusiñol, María;Mujer;m. 1972
61917;4;Azaña, Manuel;Hombre;1880-1940
61924;1;Contenau, Georges;Hombre;1877-1964
61926;28;López Pinillos, José;Hombre;1875-1922
61927;0;Allue de Horna, Anselmo;Hombre;1912-1990
61931;1;Baum, Vicki;;1888-1960
61932;12;Serrano de Wilson, Emilia;Mujer;1834-1923
61935;1;Lafue, Pierre;Hombre;
61936;9;Astrana Marín, Luis;Hombre;1889-1960
61940;2;Montseny, Federica;Mujer;1905-1994
61941;2;Vaussard, Maurice;Hombre;1888-1978
61947;15;Ciges Aparicio, Manuel;Hombre;1873-1936
61950;1;Rodriguez Tarduchy, Emilio;Hombre;
61958;1;Homero;Hombre;
61962;1;Chantal, Suzanne;Mujer;1908-1994
61963;11;Ríos de Lampérez, Blanca de los;Mujer;1862-1956
61966;1;Krakowski, Edouard;Hombre;1896-1969
61969;1;Kociemsky, Leonardo;Hombre;
61978;1;Rathlef, E. von;Hombre;
61981;0;Tennyson, Alfred Tennyson,;Hombre;1809-1892
61982;1;Douglas, Frances;Hombre;1870-
61989;0;Bordoy Luque, Salvador;Hombre;
61991;0;Macho Quevedo, E.;Hombre;
61996;1;Olmedo, Alonso de;Hombre;(1626?-1682)
61997;1;Sófocles;Hombre;496 a.C - 406 a.C
61998;1;Alcalá-Galiano, Álvaro;Hombre;1873-1936
61999;1;Rapsomanikis, J.;Hombre;
62003;1;Hoffmann, Ernst T. A.;Hombre;1776-1822
62005;1;Lozano Olivares;;1909-
62006;2;Rodríguez Marín, Francisco;Hombre;1855-1943
62009;4;Menéndez y Pelayo, Marcelino;;1856-1912
62010;1;Moreau, Edouard;Hombre;
62013;1;García Velloso, Enrique;Hombre;
62023;102;Gómez Carrillo, Enrique;Hombre;1873-1927
62025;10;Hoyos y Vinent, Antonio de;Hombre;1884-1941
62030;1;Slaughter, Frank G.;Hombre;1908-2001
62041;53;Zamacois, Eduardo;Hombre;1873-1971
62043;25;Francés, José;Hombre;1883-1964
62047;1;Beck, Gerard;Hombre;
62051;1;Reggiani, Renée;Mujer;1925-2019
62055;1;Cronin, A. J.;Hombre;1896-1981
62057;1;Mutteau, Henri;Hombre;
62060;2;Mata Fontanet, Pedro;Hombre;1811-1877
62062;1;Nerval, Gérard de;Hombre;1808-1855
62063;1;Wallace, Edgar;Hombre;1875-1932
62065;1;Novella, María;Mujer;
62068;6;Alas, Leopoldo;Hombre;1852-1901
62071;1;Sandys, James;Hombre;
62072;22;Díaz de Escovar, Narciso;Hombre;1860-1935
62076;8;Chabás, Juan;Hombre;1900-1954
62080;1;Barclay, Florence L.;Mujer;1862-1921
62082;1;Alanic, Mathilde;Mujer;1864-1948
62083;1;Pearce, Charles E.;Hombre;
62098;1;Christie, Agatha;Mujer;1890-1976
62100;1;Larraya, Juan A. G.;Hombre;
62104;1;Paytuví de Sierra, Carlos;Hombre;
62108;1;López Hipkiss, Guillermo;Hombre;1902-1957
62112;1;Gardner, Erle Stanley;Hombre;
62116;1;Pla, Josep;Hombre;1897-1981
62126;1;Cal, Stella de;Mujer;
62128;1;Peraire del Molino, C.;;
62157;1;Godoy, Zoe;Mujer;
62162;1;Curwood, James Oliver;Hombre;
62167;1;La Brète, Jean de;Hombre;1854-1945
62173;1;Ariet, J.;;1885-
62177;1;Kyne, Peter B.;Hombre;1880-1957
62180;2;Llanos, Antonio;Hombre;1841-1906
62183;1;Aubry, Octave;Hombre;1881-1946
62184;10;Ramos, Máximo;Hombre;1880-1949
62187;26;Répide, Pedro de;Hombre;1882-1948
62189;88;Dicenta, Joaquín;Hombre;1863-1917
62190;1;Mora, E.;;
62191;2;Palacio Valdés, Armando;Hombre;1853-1938
62193;5;Paso, Manuel;Hombre;1864-1901
62194;1;Campan, Jeanne-Louise-Henriette Genet;Mujer;
62195;1;Huici, Matilde;Mujer;1890-1965
62200;1;Álvarez, Luis;Hombre;
62206;3;Bécquer, Gustavo Adolfo;Hombre;1836-1870
62207;1;Mazzucchelli, Mario;;
62226;4;Molina, Tirso de;Hombre;1579-1648
62229;1;Adams, Herbert;Hombre;
62235;1;Marshall, Edison;Hombre;
62243;1;Beach, Rex;Hombre;1877-1949
62244;1;Almendros Camps, José;Hombre;1869-1912
62247;1;Beauclerk, Helen;Mujer;
62252;1;Carter, Nick;Hombre;
62256;1;King, Frank;Hombre;
62260;1;Toye, Stanley P.;Hombre;1888-1957
62267;1;Tissier de Mallerais, Henriette;Mujer;
62269;1;Cugat, Alberto;Hombre;
62271;1;Edginton, May;;
62272;1;Páez, Catalina;Mujer;
62273;1;Eberhard, Florence;Mujer;
62274;5;Bark, Ernesto;Hombre;
62277;1;Parker, Rita;Mujer;
62278;1;Lira Girón, Luis Felipe;Hombre;
62284;1;Morote y Greus, José;Hombre;
62288;1;Aquino Cabrera, Francisco;Hombre;1869-1910
62291;1;Lee, Annabel;Mujer;
62292;1;Arderius, Francisco;Hombre;1836-1886
62295;1;Pío;Hombre;
62296;4;Ortega y Gasset, José;Hombre;1883-1955
62297;1;Robin, Gilbert;Hombre;1893-1967
62301;1;Haucourt, Geneviève d';Mujer;
62305;1;Rudaux, Lucien;Hombre;1874-1947
62309;1;Angelloz, J. F.;;
62315;1;Droz, Jacques;Hombre;1909-1998
62319;1;Creasey, John;Hombre;1908-1973
62323;1;Céré, Roger;Hombre;
62333;1;Bellairs, George;Hombre;
62334;1;Lanza, Silverio;Hombre;1856-1912
62340;1;Gómez Hidalgo, Francisco;Hombre;1886-1947
62346;1;Valdés y Rubio, José María;Hombre;1853-1914
62347;1;Grousset, René;Hombre;1885-1952
62350;1;Sánchez Rodríguez, José;Hombre;1875-1940
62354;1;Ugarte-Barrientos, Josefa;Mujer;1854-1891
62357;1;Thomazi, Auguste;Hombre;1873-1959
62358;1;Castillo, Julio Alberto;Hombre;
62361;1;Bruhat, Jean;Hombre;
62365;1;Champigneulle, Bernard;Hombre;
62366;2;González Serrano, Urbano;Hombre;1848-1904
62369;1;Ehrhard, Marcelle;Mujer;
62373;1;Mathis, Maurice;Hombre;
62377;1;Oppenheim, E. Phillips;Hombre;1866-1946
62381;1;Rohmer, Sax;Hombre;1883-1959
62388;19;Bobadilla, Emilio;Hombre;1862-1921
62391;1;Vercoutter, Jean;Hombre;
62393;1;Fourastié, Jean;Hombre;
62395;49;Carretero, José María;Hombre;1887-1951
62396;1;Hamilton, Scott;Hombre;
62397;1;Arasti, Eduardo;Hombre;
62399;22;Carrere, Emilio;Hombre;1881-1947
62400;1;Kaltenmark-Chéquier, Odile;Mujer;
62401;26;Cansinos Assens, Rafael;Hombre;1882-1964
62404;1;Lestren, Georges;Hombre;
62407;1;Nordau, Max;Hombre;1849-1923
62408;1;Thévenin, René;Hombre;1877-1967
62409;1;Martínez Cuenca, Salvador;Hombre;
62411;1;Candamo, Bernardo G. de;Hombre;1881-1967
62412;1;Vaillé, Eugene;Hombre;
62413;10;Bueno, Manuel;Hombre;1874-1936
62418;1;Keller, Pierre;Hombre;
62419;7;Catarineu, Ricardo J.;Hombre;1868-1915
62421;66;Pardo Bazán, Emilia;Mujer;1851-1921
62422;1;Duverger, Maurice;Hombre;1917-2014
62423;1;Quiroga, María de los Dolores;Mujer;1811-1891
62425;1;Díaz Mirón, Salvador;Hombre;1853-1928
62428;1;Kurnitz, Harry;Hombre;1908-1968
62429;10;Bolívar, Simón;Hombre;1783-1830
62431;12;Blanco Fombona, Rufino;Hombre;1874-1944
62432;1;Birk, Dolores;Mujer;
62433;1;Larra, Luis de;Hombre;1862-1914
62436;1;Wiggin, Kate Douglas;Mujer;
62437;1;Cereceda, Guillermo;Hombre;1844-1919
62438;1;Llimona, Mercè;Mujer;1914-1997
62439;7;Blanco-Belmonte, Marcos Rafael;Hombre;1871-1936
62440;1;Fenisong, Ruth;Mujer;
62443;6;Basterra, Ramón de;Hombre;1888-1928
62444;1;Coxe, George Harmon;Hombre;
62450;1;Dowd, Emma C.;Mujer;
62452;1;Lluch, María;Mujer;
62456;1;Rothé, Jean P.;Hombre;
62459;2;Rodó, José Enrique;Hombre;1871-1917
62460;1;Guintini, Pierre;Hombre;
62463;1;Acosta, Cecilio;Hombre;
62464;1;Giraud, Marcel;Hombre;
62467;1;Sevilla, Rafael;Hombre;m. 1856
62468;1;Foley, Rae;Mujer;
62471;1;González Prada, Manuel;Hombre;1844-1918
62472;1;Lefranc, Georges;Hombre;
62473;1;Hostos, Eugenio María de;Hombre;1839-1903
62476;1;Méthivier, Hubert;Hombre;
62479;1;Baralt, Rafael María;Hombre;1810-1860
62480;1;Novell, María Teresa;Mujer;
62484;1;Gilbert, Michael;Hombre;
62485;2;O'Leary, Daniel Florencio;Hombre;1800-1854
62494;0;H.-Pinzón, Francisco;Hombre;
62495;1;De la Fuente, A.;;
62505;4;Moréas, Jean;Hombre;1856-1910
62509;0;Munoa, Rafael;Hombre;1930-2012
62518;1;Sola, Alfonso de;Hombre;
62519;0;Gullón, Ricardo;Hombre;1908-1991
62544;12;García Sanchiz, Federico;Hombre;1886-1964
62545;5;Espronceda, José de;Hombre;1808-1842
62548;1;Rubio, Ángel;Hombre;1846-1906
62550;13;Giménez Caballero, Ernesto;;1899-1988
62551;1;Caballero Robredo, Agustín;Hombre;
62553;0;Alegría, Claribel;;1924-
62555;1;Agustín;Hombre;
62558;0;Villar, Arturo del;Hombre;1940-
62565;1;Edwards Bello, Joaquín;Hombre;1888-1968
62571;1;Trebijano, Tomás;Hombre;
62572;0;Gozálvez, José Luis;Hombre;
62577;0;Sody de Rivas, Ángel;Hombre;1949-
62580;0;Palau de Nemes, Graciela;Mujer;1919-2019
62581;6;Estellés, Ramón;Hombre;1850?-1899
62583;1;Lope, Santiago;Hombre;1871-1906
62584;1;Pérez de la Rosa, J.;Hombre;fl. 1894
62590;1;Cortijo, Mariano;Hombre;fl. 1879
62591;1;Camprubí, Zenobia;Mujer;1887-1956
62592;7;Quintanilla, Manuel;Hombre;
62594;1;Tissier de Mallerais, Maurice;Hombre;
62595;1;Belmonte, Juan;Hombre;1892-1962
62596;0;Jiménez, Juan Ramón;Hombre;1881-1958
62597;2;Starkie, Walter;Hombre;1894-1976
62598;37;Burgos, Carmen de;Mujer;1867-1932
62600;1;Durá, Adolfo;Hombre;1875-1936
62601;43;Gómez de la Serna, Ramón;Hombre;1888-1963
62602;0;Varela, Julia;Mujer;
62604;8;Iglesias Hermida, Prudencio;Hombre;1883-1919
62605;0;Jiménez Hernández-Pinzón, Fernando;Hombre;1934-
62607;1;Hampe, Karl;Hombre;
62608;1;Hevesy, André de;Hombre;
62609;1;Tagore, Rabindranath;Hombre;1861-1941
62616;1;Sancha, Francisco;Hombre;1874-1936
62619;1;Philippe, Charles-Louis;Hombre;1874-1909
62621;0;Pestana, Alice;Mujer;1860-1929
62624;1;Vicenti, Alfredo;Hombre;1850-1916
62625;35;Rueda, Salvador;Hombre;1857-1933
62629;1;Cortón, Antonio;Hombre;1854-1913
62638;8;Abréu de Peña, Carmen;Mujer;
62643;1;Solsona, Conrado;Hombre;1851-1916
62644;1;Dickens, Charles;Hombre;1812-1870
62645;1;Navarro Reverter, Juan;Hombre;1844-1924
62651;1;García Calderón, Ventura;Hombre;1886-1959
62655;1;Núñez Millón, Félix;Hombre;
62656;1;Stoddard, Lothrop;Hombre;1883-1950
62659;6;Marquina, Eduardo;Hombre;1879-1946
62661;1;Tébar, Juan;Hombre;1941-
62668;1;Ledos, Gabriel;Hombre;
62675;1;Hall, James Norman;Hombre;
62677;1;Nordhoff, Charles;Hombre;1887-1947
62684;12;Pérez Galdós, Benito;Hombre;1843-1920
62699;1;Riera Rojas;Hombre;1913-1992
62700;2;Coppée, François;Hombre;1842-1908
62703;1;Williams, Ben Ames;Hombre;
62704;1;Hemingway, Ernest;Hombre;1899-1961
62710;1;Tubau, María;Mujer;
62711;6;Muñoz Seca, Pedro;Hombre;1879-1936
62712;0;Dos Passos, John;;1896-1970
62716;2;Rowe, Mary;Mujer;
62718;1;Romero de Tejada, J.;Hombre;
62719;21;Valverde y San Juan, Joaquín;Hombre;1875-1918
62720;1;Henry, O.;;1862-1910
62722;1;Southall, Ivan;Hombre;1921-2008
62726;2;San Martín, José de;Hombre;1778-1850
62727;1;Sánchez de Feria y Morales, Bartolomé;Hombre;1719-1783
62731;1;Janus Secundus;Hombre;1511-1536
62732;1;Natorp, Paul;Hombre;1854-1924
62736;0;Vázquez Ramil, Raquel;Mujer;1960-
62737;1;Moret, Segismundo;Hombre;1833-1913
62738;1;Pardo de Figueroa, Mariano;;1828-1918
62740;2;Beethoven, Ludwig van;Hombre;1770-1827
62741;4;Canalejas, José;Hombre;1854-1912
62742;0;Pérez-Villanueva Tovar, Isabel;Mujer;
62743;1;Colón, Cristóbal;;1451-1506
62744;1;Simmonds, Florence;Mujer;
62745;1;Fernández-Shaw, Guillermo;Hombre;1893-1965
62747;16;Darío, Rubén;Hombre;1867-1916
62748;49;Fernández-Shaw, Carlos;Hombre;1865-1911
62749;1;Delgado, José Matías;Hombre;1767-1832
62751;0;Porto Ucha, Ángel Serafín;Hombre;1945-
62752;2;Fontanals Mateu, Manuel;Hombre;1893-1972
62753;2;Jiménez de Asúa, Luis;Hombre;1889-1970
62754;1;Barrado, A.;;
62755;0;Lastagaray Rosales, María Josefa;;1948-
62756;1;Camacho Roldán, Salvador;Hombre;
62757;3;Catalina, Manuel;Hombre;1820-1886
62758;2;Sanjurjo, José;Hombre;1872-1936
62759;3;Diéguez y Díaz, Joaquín;Hombre;1860-1931
62760;2;Nervo, Amado;Hombre;1870-1919
62761;5;Fernández de Sevilla, Luis;Hombre;1888-1974
62762;1;Orbegozo, Antonio;Hombre;1908-1995
62763;1;Soutullo, Reveriano;Hombre;1880-1932
62764;1;Vert, Juan;Hombre;1890-1931
62766;2;Falla, Manuel de;Hombre;1876-1946
62767;6;Ortega Munilla, José;Hombre;1856-1922
62768;1;Lizcano, Ángel;Hombre;
62769;1;Planells, Ángel;Hombre;1901-1989
62770;1;Alfonso XIII de Borbón;Hombre;1886-1941
62772;1;Nariño, Antonio;Hombre;1760-1823
62773;2;Guerrero, Jacinto;;1895-1951
62774;1;Machado y Morales, Gerardo;Hombre;1871-1939
62776;3;Soriano, Rodrigo;Hombre;1868-1944
62777;22;Díez-Canedo, Enrique;Hombre;1879-1944
62778;2;Bonafoux, Luis;Hombre;1855-1918
62779;19;Fernández Ardavín, Luis;Hombre;1891-1962
62783;1;Benavides, Manuel D.;Hombre;1895-1947
62787;1;Granés, Salvador María;Hombre;1838-1911
62789;5;Calleja, Rafael;Hombre;1870-1938
62791;14;Casero, Antonio;Hombre;1874-1936
62793;4;López Torregrosa, Tomás;Hombre;1868-1913
62795;1;Lucio, Celso;Hombre;1865-1915
62797;2;Fernández Caballero, Manuel;Hombre;1835-1906
62799;11;Lleó, Vicente;Hombre;1870-1922
62801;1;Pippet, Gabriel;Hombre;1880-1962
62804;1;Roy, Satish Chandra;Hombre;
62807;1;Escobar, Antonio;Hombre;
62809;5;Vega Carpio, Félix Lope de;Hombre;1562-1935
62810;1;Pearson, W. W.;Hombre;1881-1923
62811;1;Bernaldo de Quirós, Constancio;Hombre;1873-1959
62815;2;Sama Naharro, Joaquín;Hombre;1902-1989
62817;1;Huth, Reginald;Hombre;
62819;1;Lucio, José de;Hombre;m. 1949
62823;2;Romanones, Álvaro de Figueroa y Torres, Conde de;Hombre;1863-1950
62827;3;Tauler, Carlos;Hombre;1911-1988
62829;2;Luna, Pablo;Hombre;1879-1942
62830;1;Garfias, Pedro;Hombre;1901-1967
62831;1;Acosta y Tovar, José María;Hombre;1881-1936
62833;18;Paso, Antonio;Hombre;1870-1958
62837;2;Pérez, Modesto;Hombre;1878-
62843;0;Torre, Guillermo de;Hombre;1900-1971
62846;2;Seco de Lucena Escalada, Francisco;Hombre;1869-1904
62859;31;Ganivet, Ángel;Hombre;1865-1898
62863;2;Gálvez, Pedro Luis de;Hombre;1882-1940
62868;4;Cuchy Arnau, José;Hombre;1860-1925
62871;1;Vilà, Miquel;Hombre;1940-
62873;1;Torralba, Juan José;Hombre;1937-
62876;5;Shakespeare, William;Hombre;1564-1616
62878;2;Hugo, Victor;Hombre;1802-1885
62882;54;López Silva, José;Hombre;1861-1925
62891;1;Hamsun, Knut;Hombre;1859-1952
62895;1;Bergson, Henri;Hombre;1859-1941
62896;1;Manso Torres, Enrique;Hombre;
62897;1;Aydée Raggio, Amalia;Mujer;
62901;1;Vives, Francisco;Hombre;
62918;1;Xumetra, Ferrán;Hombre;1865-1920
62920;2;Balaguer, Víctor;Hombre;1824-1901
62921;1;Wren, Percival Christopher;Hombre;1885-1941
62925;1;Escalera, Manuel de la;Hombre;1895-1994
62927;1;Claramunda Bes, José María;Hombre;
62928;8;Ferrari, Emilio;;1853-1907
62933;1;Juan, Enrique de;Hombre;
62937;1;Lindemann, Kelvin;Hombre;
62949;1;Cheyney, Peter;Hombre;
62951;1;Gerard, Louise;Mujer;
62961;1;Butler, Joan;Hombre;1905-1979
62962;38;Antón del Olmet, Luis;Hombre;1886-1923
62965;10;Vázquez Calleja, Félix;Hombre;1881-1963
62970;1;Young, Desmond;Hombre;1892-1966
62974;1;Reilly, Helen;Mujer;
62980;1;Jammes, Francis;Hombre;1868-1938
62982;1;Jovellanos, Gaspar Melchor de;Hombre;1744-1811
62984;4;Loygorri Pimentel, José;Hombre;1884-
62986;1;Díaz, Porfirio;;1830-1915
62988;0;Lloréns García, Ramón F.;Hombre;1961-
62989;6;Ory, Eduardo de;Hombre;1884-1939
62995;1;Zilahy, Lajos;Hombre;1891-1974
62999;2;Bartolozzi, Salvador;Hombre;1882-1950
63002;1;La Fontaine, Jean de;Hombre;1621-1695
63009;0;Lagos;;1897-1995
63011;1;Bernstein, Henry;Hombre;1876-1953
63015;1;Novás Calvo, Lino;Hombre;1905-1983
63017;1;Gurrea, Manuel;Hombre;
63022;2;Castelar, Emilio;Hombre;1832-1899
63023;1;Andrews, V. C.;;1923-1986
63026;1;Aza, Vital;Hombre;1851-1912
63028;2;Ramos Carrión, Miguel;Hombre;1848-1915
63030;1;Estremera, José;Hombre;1852-1895
63035;1;Bocca, Geoffrey;Hombre;
63037;1;MacDonald, Hugh C.;Hombre;
63040;1;Pellicer, Josep Lluis;Hombre;1842-1901
63043;1;Grove, Kim;Mujer;
63051;1;Lieberman, Herbert;Hombre;
63052;1;Pidal y Mon, Alejandro;Hombre;1846-1913
63054;12;Palau, Melchor de;Hombre;1843-1910
63055;1;Flowers, Charles;Hombre;
63060;1;Cesbron, Gilbert;Hombre;1913-1979
63064;1;Lewis, Sinclair;Hombre;1885-1951
63065;1;Verdaguer, Jacint;Hombre;1845-1902
63072;1;Hunt, Morton;Hombre;
63073;1;Pitarra, Serafí;Hombre;1839-1895
63076;1;Hall, Oakley;Hombre;1920-2008
63078;1;Ayer, Frederick;Hombre;
63082;1;Cleary, Jon;Hombre;
63086;1;Véry, Pierre;Hombre;1900-1960
63090;1;Atkins, Lee;Hombre;
63095;1;Rodríguez Redondo, Jesús;Hombre;fl. 1901-1916
63096;1;Simmons, Ernest;Hombre;
63101;11;Redel y Aguilar, Enrique;Hombre;1872-1909
63105;1;Ocaña, Juan;Hombre;
