clavy_id;recursos;nombre;género;fechas asociadas al nombre
63106;1;Ribera, Antonio;Hombre;1920-2001
63108;1;Green, Gerald;Hombre;
63109;1;Mir, Miguel;Hombre;1841-1912
63113;2;Pavón, Francisco de Borja;Hombre;1814-1904
63116;1;Wilson, Angus;Hombre;1913-1991
63120;1;Field, Rachel;Mujer;
63122;1;Radford, Edwin;Hombre;
63124;1;Radford, M. A.;;
63125;1;Torres y Torres, Manuel;;1849-1914
63128;1;Vincent, Adrian;Hombre;
63141;1;Aguilar y Cano, Antonio;Hombre;1848-1916
63142;2;Llanas Aguilaniedo, José María;Hombre;1875-1921
63143;0;Eskuchen, Karl;Hombre;
63145;1;Bretón, Tomás;Hombre;1850-1923
63146;0;Abelín, Isaac;Hombre;
63147;53;Linares-Rivas, Manuel;Hombre;1866-1938
63148;0;Rein, Hermann;Hombre;1898-1953
63149;14;Larrubiera, Alejandro;Hombre;1869-1937
63150;0;García-Valdecasas, Francisco;Hombre;1910-2005
63151;2;Pedraza Ostos, José;Hombre;1880-1937
63153;0;Corral y Maestro, León;Hombre;1855-1939
63156;0;Enríquez de Salamanca, Fernando;Hombre;1890-1966
63157;2;Romero Calvet, Rafael;Hombre;1884-1925?
63158;1;Quintana, Manuel José;Hombre;1772-1857
63162;0;Laux, John Donald;Hombre;
63165;0;Morros Sardá, José;Hombre;
63169;0;García Rodríguez, Fernando;Hombre;1937 sept. 27-
63170;2;Segre, Enrique;Hombre;
63174;5;Jackson Veyán, José;Hombre;1852-1935
63175;2;Giménez, Gerónimo;Hombre;1854-1923
63177;1;Rubio y Pérez Dávila, Jesús;Hombre;
63178;1;Kafka, Franz;Hombre;1883-1924
63181;6;López-Ballesteros, Luis;Hombre;1869-1933
63183;0;Jardón Pardo de Santayana, Pelayo;Hombre;
63184;1;Loma, José de la;Hombre;1860-1916
63187;1;Azpiazu, Salvador;Hombre;1867-1927
63189;1;Carr, Edward Hallett;Hombre;1892-1982
63195;12;Benavente, Jacinto;Hombre;1866-1954
63196;0;Urrusti, Lucinda;Mujer;
63198;1;Sánchez Castro, Carmelo;Hombre;
63202;0;Martínez, Josebe;Hombre;
63205;1;Cabré, María Ángeles;Mujer;1968-
63209;2;Ena Bordonada, Ángela;Mujer;
63210;11;Pellicer López, Julio;Hombre;1872-1938
63212;1;Méténier, Oscar;Hombre;1859-1913
63213;0;Israel Garzón, Jacobo;Hombre;1942-
63215;1;Pacheco, Carlos M.;Hombre;1881-1924
63216;6;Delgado, Sinesio;Hombre;1859-1928
63219;31;Picón, Jacinto Octavio;Hombre;1852-1923
63220;1;Faure, Elie;Hombre;1873-1937
63226;1;Moch, Jules;Hombre;
63229;0;Orozco Romero, Carlos;Hombre;1896-1984
63233;0;Asúnsolo, Ignacio;Hombre;
63237;1;Riess, Curt;Hombre;1902-1993
63240;0;Valender, Luisa;Mujer;
63241;5;López de Saá, Leopoldo;Hombre;1870-1936
63242;1;Gandullo, Luis;Hombre;
63243;1;Vázquez y Rodríguez, Leopoldo;;1844-1909
63246;1;Guerra, Rafael;Hombre;1862-1941
63248;3;López, Nicolás María;Hombre;1863-1936
63249;0;Paso, Antonio;Hombre;1870-1958
63251;2;Vega, Ricardo de la;Hombre;1839-1910
63256;1;Manzano, Fernando;Hombre;1862-1893
63258;1;Luis XVII de Francia;Hombre;1785-1795
63260;5;Dorio de Gádex;Hombre;1887-1924
63261;18;Martínez Olmedilla, Augusto;Hombre;1880-1965
63262;1;Brenes Mesén, Roberto;Hombre;1874-1947
63263;0;Miró, Emilio;Hombre;1940-
63264;4;Maura, Antonio;Hombre;1853-1925
63265;1;Pérez Bueno, Luis;Hombre;
63266;0;Lagos, Concha;;1907-2007
63267;1;Ray, Medora Loomis;Mujer;
63268;0;Moreno Villa, José;Hombre;1887-1955
63269;2;Elías,  Feliu;Hombre;1878-1948
63270;1;Gómez, Juan Vicente;Hombre;1857-1935
63271;0;Valender, James;Hombre;
63272;1;Black, William George;Hombre;
63273;2;Machado y Álvarez, Antonio;Hombre;1848-1893
63274;1;Stendhal;Hombre;1783-1842
63276;9;Matheu, José María;Hombre;1847-1929
63280;1;López R., Emilio;Hombre;
63282;1;Mañé, Teresa;Mujer;1865-1939
63283;1;Bravo Castillo, Juan;Hombre;1948-
63287;8;Nogales, José;Hombre;1860-1908
63292;1;Andrada Gayoso, Ángel;Hombre;
63293;8;Blasco Ibáñez, Vicente;Hombre;1867-1928
63294;0;Ledesma, Dámaso;Hombre;1866-1928
63295;50;Pérez de Ayala, Ramón;Hombre;1880-1962
63296;12;Mesa, Enrique de;Hombre;1878-1929
63297;0;Góngora y Argote, Luis de;Hombre;1561-1627
63299;1;Linares, Manuel;Hombre;1839-1909
63300;12;Noel, Eugenio;Hombre;1885-1936
63306;1;Carrera, J.;;
63307;2;Valera, Juan;Hombre;1824-1905
63308;1;Daudet, Alphonse;Hombre;1840-1897
63311;1;Schevill, Rudolph;Hombre;
63313;0;Corral, José María de;Hombre;1889-1971
63315;0;Santori, Giacomo;Hombre;
63319;0;Polo, Cándido;Hombre;1951-
63322;0;Cuadrado, Juan;Hombre;1904-1946
63324;6;Nakens, José;Hombre;1841-1926
63327;4;Pla Dalmau, María;Mujer;
63328;6;Castillo y Soriano, José del;Hombre;1849-1928
63330;1;Pradilla y Ortiz, Francisco;Hombre;1848-1921
63345;1;Nicole, Rose;Mujer;
63346;0;Sainz-Amor, Concepción;Mujer;
63360;1;Aimard, Gustave;Hombre;1818-1883
63363;6;Cabrinety, Josep;Hombre;
63366;1;Alexander, Boyd;Hombre;
63370;1;Rignano, Eugenio;Hombre;1870-1930
63371;20;Asensi, Julia de;Mujer;1859-1921
63376;0;Granell y Forcadell, Miguel;Hombre;1865-1936
63380;1;Rousseau, Jean-Jacques;Hombre;1712-1778
63381;10;Biedma, Patrocinio de;Mujer;1845-1927
63389;1;Navarro de Luzuriaga, María Luisa;Mujer;
63390;1;Quinet, Edgar;Hombre;1803-1875
63396;3;Calé y Torres de Quintero, Emilia;Mujer;1837-1908
63403;1;Renan, Ernest;Hombre;1823-1892
63407;0;Blasco, Pili;;1921-
63408;1;Canel, Eva;Mujer;1857-1932
63410;1;Lytton, Edward Bulwer Lytton,;Hombre;1803-1873
63411;2;Castellví y Gordón, Isabel María del Carmen de;Mujer;1865-1949
63421;1;Launay, Clément;Hombre;
63422;1;Trillo;Hombre;
63425;1;Cousinet, Roger;Hombre;1881-1973
63426;1;Mantegazza, Paolo;Hombre;1831-1910
63428;0;Soler i Mata, Joan;Hombre;
63432;1;Rousselet, Jean;Hombre;
63434;1;Naud-Ithurbide, J. R.;;
63438;1;Lefevre, Lucien;Hombre;
63441;1;Mattachich, Géza;;
63444;1;Loosli-Usteri, Marguerite;Mujer;
63445;1;Leopardi, Giacomo;Hombre;1798-1837
63451;1;Sánchez Solá, Eduardo;Hombre;1869–1949
63453;2;Lorenzana, Sarah;Mujer;1878-1960
63454;1;Gourmand, Paul;Hombre;
63458;6;Lozano de Vilchez, Enriqueta;Mujer;1829-1895
63465;1;Rosenberg, Arthur;Hombre;1889-1943
63467;1;Brousson, Jean Jacques;Hombre;
63468;1;Vivanco, Ángel;Hombre;
63471;1;Hartmann, Ludo Moritz;Hombre;1865-1924
63475;0;Oliva, Julián;Hombre;ca 1908-ca.1994
63477;0;Rings, Werner;Hombre;1910-1998
63479;0;Torrents, P. Luis;Hombre;1891-1966
63481;0;Torres, Adolfo de;Hombre;
63482;2;Dato, Filomena;Mujer;1856-1926
63483;5;Gimeno de Flaquer, Concepción;Mujer;1850-1919
63486;0;Reuter, Walter;Hombre;1906-2005
63489;0;Lázaro Bayarri, José;Hombre;1893-1979
63490;2;Lacal de Bracho, Luisa;Mujer;n. 1874
63491;0;Vidal, Luis;Hombre;1900-1959
63495;1;Alberti, Rafael;Hombre;1902-1999
63498;3;León, María Teresa;Mujer;1903-1988
63507;0;García-Sanz Marcotegui, Ángel;Hombre;1949-
63510;0;San Martín Montilla, María Nieves;Mujer;
63511;1;Obiols Delgado, Mariano;Hombre;1860-?
63513;1;Montesquieu, Charles-Louis de Secondat,;Hombre;1689-1755
63517;3;Prada, Gloria de la;Mujer;1886-1951
63522;1;Hauptmann, Gerhart;Hombre;1862-1946
63526;1;Birt, Theodor;Hombre;1852-1933
63533;1;Fromentin, Eugène;Hombre;1820-1876
63541;1;Baroja, Pío;Hombre;1872-1956
63546;0;Debas, Fernando;Hombre;fl. 1870-1899
63550;0;Mariezcurrena, Heribert;Hombre;1846-1898
63551;1;Díaz de Mendoza, Fernando;Hombre;1862-1930
63554;23;Rodríguez-Solís, Enrique;Hombre;1844-1923
63556;0;Hebert, M. de;;fl. 1862-1878
63558;11;Reyes, Arturo;Hombre;1863-1913
63560;0;Blasco, Justo;Hombre;1850-1911
63561;1;Mesejo, Emilio;Hombre;1864-1931
63562;1;Navarro, Rafael;Hombre;
63563;0;Reber, Franz von;Hombre;1834-1919
63565;1;González Quijano, Onofre;Hombre;
63566;0;Wrangel, Fredrik Ulrik Greve;Hombre;
63567;8;Rivas Cherif, Cipriano de;Hombre;1891-1967
63570;0;Baumann, Adolf;Hombre;1829-1865
63573;0;Bretón, Tomás;Hombre;1850-1923
63574;1;Rey, Miguel;Hombre;
63575;1;López Monís, Antonio;Hombre;1875-1947
63576;1;Urraca I de León;Mujer;1081-1126
63577;1;Saldaña, Quintiliano;Hombre;1878-1938
63578;1;Miranda, Francisco de;Hombre;1750-1816
63579;1;Giacosa, Giuseppe;Hombre;1847-1906
63581;2;Pacheco y Mendoza, María;Mujer;1496-1531
63583;1;Pombo, Rafael;Hombre;
63585;0;Fernández de Bethencourt, Francisco;Hombre;1851-1916
63586;2;Fernández Bremón, José;Hombre;1839-1910
63588;1;Cano Tembleque, José;Hombre;
63603;1;Bonilla y San Martín, Adolfo;Hombre;1875-1926
63611;4;Blavatsky, Helena Petrovna;Mujer;1831-1891
63612;1;Proust, Marcel;Hombre;1871-1922
63622;1;Sevilla Segura, Sergio;Hombre;
63623;18;Roso de Luna, Mario;Hombre;1872-1931
63624;1;Masó, Salustiano;Hombre;1923-
63626;1;Cardona Castro, Francisco Luis;Hombre;1940-
63627;2;Montalbán, César Luis de;Hombre;
63632;1;La Bruyère, Jean de;Hombre;1645-1696
63636;1;Flaubert, Gustave;Hombre;1821-1880
63638;1;Berges, Consuelo;Mujer;1905-1988
63653;1;Begtrup, Holger;Hombre;
63654;5;Zulueta, Luis de;Hombre;1878-1964
63655;60;Espina, Concha;Mujer;1869-1955
63656;9;Zozaya, Antonio;Hombre;1859-1943
63658;1;Castro Alves, Antônio de;Hombre;1847-1871
63659;34;Villaespesa, Francisco;Hombre;1877-1936
63662;1;Mendilaharsu, Julio Raúl;Hombre;1887-1924
63669;11;Sawa, Alejandro;Hombre;1862-1909
63670;0;Vives;Hombre;
63677;1;Sienkiewicz, Henryk;Hombre;1846-1916
63681;1;Rivas;Hombre;
63682;2;Villalón, Fernando;Hombre;1881-1930
63686;1;Sánchez Mazas, Rafael;Hombre;1894-1966
63687;1;Pérez Ferrero, Miguel;Hombre;1905-1978
63688;1;Torre, Guillermo de;Hombre;1900-1971
63689;1;Wiseman, Nicholas Patrick;Hombre;
63691;0;Díez Mateo, Félix;Hombre;
63694;0;Cuevas, José;Hombre;
63700;1;Olózaga, Salustiano de;Hombre;1805-1873
63701;1;Alarcón y Meléndez, Julio;Hombre;1843-1924
63703;1;Wittelsbach, Adalbert,;Hombre;1886-1970
63708;1;Maura Gamazo, Gabriel,;;
63709;2;Salillas, Rafael;Hombre;1854-1923
63711;2;Azcárate, Gumersindo de;Hombre;1840-1917
63712;1;Witteisbach, Adalbert,;Hombre;
63713;1;Sánchez Moguel, Antonio;Hombre;1838-1913
63714;3;Arnillas de Font, María del Amparo;Mujer;
63717;0;Ballester y Rocamora, Miquel;Hombre;
63719;0;Alcántara, Felipe;Hombre;n. 1888
63721;0;Borbón, Paz de,;;1862-1946
63723;1;Cossío y Gómez-Acebo, Manuel de;Hombre;
63724;1;Lund, Hans;Hombre;
63725;5;Marco, Fernando;Hombre;1885-1965
63726;1;Manniche, Peter;Hombre;
63727;0;Calvo Yuste, Cándido;Hombre;
63732;0;Mallafré, Luis;Hombre;
63737;1;Diderot, Denis;Hombre;1713-1784
63738;1;Borja León, Ricardo;Hombre;1864-1930
63739;1;Alembert, Jean Le Rond d';Hombre;1717-1783
63740;1;Borja, Luis A.;Hombre;
63745;1;Rodríguez Huéscar, Antonio;Hombre;
63746;1;García, Miguel Ángel;Hombre;1862?-1955
63747;1;Starobinski, Jean;Hombre;1920-2019
63749;1;López y López, José;Hombre;
63753;1;Míguez, Juan Antonio;Hombre;
63761;4;Goethe, Johann Wolfgang von;Hombre;1749-1832
63763;3;Garrido, Fanny;Mujer;1846-1917
63765;2;Maeterlinck, Maurice;Hombre;1862-1949
63771;1;Suárez Fernández, Luis;Hombre;
63791;1;Saint-Simon, Louis de Rouvroy,;Hombre;
63795;1;Calvo Serraller, Francisco;Hombre;1948-
63800;27;Precioso, Artemio;Hombre;1891-1945
63808;1;Bjørnson, Bjørnstjerne;;1832-1910
63809;2;Balzac, Honoré de;Hombre;1799-1850
63816;1;Díez de Medina, Lucio;Hombre;1904-1960
63817;1;Revuelta, José Manuel;Hombre;
63818;0;Arguedas, Alcides;Hombre;1879-1946
63820;1;López Albújar, Enrique;Hombre;1872-1966
63823;1;Gil, Juan;Hombre;1939-
63825;1;Descartes, René;Hombre;
63827;1;Comte, Auguste;Hombre;
63832;1;Portnoff, George;Hombre;1892-
63837;1;Descola, Jean;Hombre;1909-1981
63850;1;Pérez Ramírez, Antonio;Hombre;
63851;1;Vargas Llosa, Mario;Hombre;1936-
63852;1;Lorenzo, Félix;Hombre;1879-1933
63858;1;Castrovido, Roberto;Hombre;1864-1941
63860;1;Colás Laguía, Emilio;Hombre;
63861;1;Darnell, Pedro;Hombre;
63864;1;Sainz de Robles, Federico Carlos;Hombre;1898-1982
63866;1;Maurer de la Serna, Gaby;Mujer;
63867;2;Llerena, Pedro;Hombre;
63868;1;Bonsels, Waldemar;Hombre;
63870;1;Varamsina, Natalia;Mujer;
63871;2;Barthez, Charles;Hombre;
63872;1;Mel'nikov, Pavel Ivanovich;Hombre;1819-1883
63879;1;Bernanos, Georges;Hombre;1888-1948
63883;1;Focillon, Henri;Hombre;1881-1943
63884;1;Bochkareva, Maria  Leontievna;Mujer;1889-1920
63890;1;Durand, Paul;Hombre;1925-1977
63896;1;Demaison, André;Hombre;
63906;1;Mammeri, Mouloud;Hombre;
63907;2;Fernández Flórez, Darío;Hombre;1909-1977
63910;1;Torrente, José-Vicente;Hombre;1920-2006
63911;1;Peyro Carrió, F.;Hombre;1881-1927
63914;1;Ikor, Roger;Hombre;
63923;1;Alonso Cortés, Narciso;Hombre;1875-1972
63943;3;Fortún, Fernando;Hombre;1890-1914
63951;1;Carmona Nenclares, Francisco;Hombre;1901-1979
63965;1;Benedicto, José Manuel;Hombre;
63969;1;Heredia, José María de;Hombre;1842-1905
63986;1;Brontë, Charlotte;Mujer;1816-1855
63993;1;Alarcón, Pedro Antonio de;Hombre;1833-1891
63994;1;Collins, Wilkie;Hombre;1824-1889
64006;1;Ruiz-Funes, Mariano;Hombre;1889-1953
64007;1;Du Maurier, George;Hombre;
64015;1;Darby, Henry Cliford;Hombre;
64018;2;Maura, Honorio;Hombre;1886-1936
64020;0;Sanchez Reyes;Hombre;
64022;0;Menéndez y Pelayo, Marcelino;Hombre;1856-1912
64024;1;Luengo, Suceso;Mujer;1864-1931
64025;0;Sánchez Reyes, Enrique;Hombre;
64027;0;Pereda, José María de;Hombre;1833-1906
64031;2;Gual, Adrià;Hombre;1872-1943
64032;0;Howarth, Elgar;Hombre;
64033;1;Morote, Luis;Hombre;1862-1913
64034;0;Vered, Ilana;Hombre;
64035;13;Reina, Manuel;Hombre;1856-1905
64036;0;Landauer, Walter;Hombre;
64038;0;Rawicz, Maryan;Hombre;1898-1970
64040;0;Bath, Hubert;Hombre;1883-1945
64042;0;Rachmaninoff, Sergei;Hombre;1873-1943
64044;0;Addinsell, Richard;Hombre;1904-1977
64045;2;Monasterio de Alonso-Martínez, Antonia de;Mujer;1870-?
64059;1;Bühler, Karl;Hombre;
64069;1;Lacroix, Maurice;Hombre;
64073;1;Sigismund, Berthold;Hombre;
64077;1;Herder, Johann Gottfried von;Hombre;1744-1803
64081;1;Lehmann, Rudolf;Hombre;
64083;1;Garrido, Fanny;Mujer;1856-1918
64095;1;Tiedemann, Dietrich;Hombre;1748-1803
64097;0;Valencia, María Dolores;Mujer;
64100;0;Oñate, María Pilar de;Mujer;
64103;0;Lobato, Arcadio;Hombre;
64105;0;Rodero, Paz;Hombre;1957-
64106;3;Gutiérrez-Gamero y de Romate, Emilio;Hombre;1844-
64111;0;Urberuaga, Emilio;Hombre;1954-
64124;1;Moya, Miguel;Hombre;1856-1920
64141;0;Mantovani, Annunzio Paolo;Hombre;1905-1980
64144;0;Chaikovskiï, Piotr Ilich;Hombre;1840-1893
64146;0;Strauss, Johann;Hombre;1825-1899
64149;1;Gerard, John;Hombre;1564-1637
64150;1;Díaz-Caneja, Juan;Hombre;1877-1948
64151;1;Salas, Piedad de;Mujer;1897-1997
64154;1;Rostand, Maurice;Hombre;1891-1968
64158;1;Calvino, Vittorio;Hombre;
64163;4;Cortines Murube, Felipe;Hombre;1883-1961
64164;1;Sagan, Françoise;Hombre;1935-2004
64168;1;Penna, Erminia de;Mujer;
64170;1;D'Annunzio, Gabriele;Hombre;1863-1938
64171;1;Luciano de Samosata;;(ca. 125-180 d. C.)
64179;1;Reyes, Raimundo de los;Hombre;1896-1964
64188;1;Heller, Otto;Hombre;1896-1970
64192;0;Román Pérez, Martiniano;Hombre;
64194;1;Lesgaft, E. F.;;
64198;1;Chmelev, Ivan;Hombre;
64202;1;Ognief, Nicolai;Hombre;
64204;1;Jarnés, Benjamín;Hombre;1888-1949
64210;1;Quiroga Plá, José María;Hombre;1902-1955
64214;1;Nicolsky, Victor;Hombre;
64215;1;Corral, Ricardo;Hombre;
64224;1;Nikol'skii, Viktor Aleksandrovich;Hombre;
64225;3;Valverde, Joaquín;Hombre;1846-1910
64228;1;Caballero Robredo, Félix;Hombre;
64233;9;Arroyo Lamarca, Enrique;Hombre;1884-1963
64236;1;Burin, Ivan;Hombre;
64237;1;Muñiz y Mas, Adelaida;Mujer;
64238;1;Lavergne, R.;;
64239;2;Zorrilla, José;Hombre;1817-1893
64240;1;Podgursky, E.;;
64246;1;Sillanpää, Frans Eemil;Hombre;1888-1964
64250;1;Deledda, Grazia;;1871-1936
64254;1;Velloso, José Miguel;Hombre;1921-
64256;1;Fernández, Ramón;Hombre;
64259;5;Mora, Fernando;Hombre;1878-1936
64260;1;Martínez Calvo, L.;;
64262;1;Bosch Barrett, Manuel;Hombre;1895-1961
64263;1;F. C.;;
64269;1;Foronda, Ana-María de;Mujer;
64271;1;Valserra, Fabricio;Hombre;
64273;1;Lillanpaese, Frans Emikl;Hombre;
64275;1;Bunin, Ivan Alekseevich;Hombre;1870-1953
64279;1;Faulkner, William;Hombre;1897-1962
64280;1;Barradas, Jorge;Hombre;(1894–1971)
64281;1;Kuprin, Aleksandr Ivanovich;Hombre;1870-1938
64283;2;Tasín, Nicolás;Hombre;1873-1941
64291;1;Carandell, José María;Hombre;1934-2003
64293;1;Järvinen, Tarja;Mujer;
64294;1;Gongora y Ayustante, Manuel de;Hombre;1889-1953
64298;7;López-Portillo, José;Hombre;1850-1923
64299;1;Azurmendi, Andoni;Hombre;
64302;2;Onís, Federico de;Hombre;1885-1966
64306;1;Flores, Ángel;Hombre;1900-
64311;1;Gogol', Nikolaï Vasil'evich;Hombre;1809-1852
64316;1;Afanas'ev, Aleksandr Nikolaevich;Hombre;1826-1871
64319;1;Horno Liria, Luis;Hombre;1915-2004
64321;1;Iribarne, José;Hombre;
64323;2;Arconada, César;Hombre;1898-1964
64326;1;Carriedo de Ruiz, Carmen;Mujer;1880-1966
64335;2;Miró, Gabriel;Hombre;1879-1930
64338;1;Álvarez de Sotomayor y Zaragoza, José;Hombre;
64348;1;Valle, Adrián del;Hombre;
64354;1;Buendía, Rogelio;Hombre;1891-1969
64363;6;Marín, Ricardo;Hombre;1874-1956
64366;1;Savine, Albert;Hombre;1859-1927
64368;4;Francisco de Asís, Santo;Hombre;1182-1226
64372;1;Apollinaire, Guillaume;Hombre;1880-1918
64377;1;Garin-Mijaïlovskiï, Nikolaï Gueorguievich;Hombre;
64383;1;Goncharov, Ivan Aleksandrovich;Hombre;1812-1891
64386;1;Cejador y Frauca, Julio;Hombre;1864-1927
64389;1;Seïfullina, Lidia Nikolaevna;Mujer;
64390;1;Sorel, Georges;Hombre;1847-1922
64395;1;Zamiatin, Evgueniï Ivanovich;Hombre;1884-1937
64397;1;Ivanov, Vsevolod Viacheslavovich;Hombre;
64398;1;Mello, Francisco Manuel de;Hombre;1608-1666
64401;1;Leonov, Leonid Maksimovich;Hombre;1899-1994
64405;4;Gil Roësset, Consuelo;Mujer;1905-1995
64407;5;Donato, Magda;Mujer;1898-1966
64410;12;Eulate Sanjurjo, Carmela;Mujer;1871-1961
64415;2;Souto, Arturo;Hombre;1900-
64418;4;Méndez, Concha;Mujer;1892-1986
64419;1;González, Manuel Pedro;Hombre;1893-
64430;2;Byron, George Gordon;Hombre;1788-1824
64436;1;Juan de la Cruz;Hombre;1542-1591
64438;1;Barrès, Maurice;Hombre;
64440;1;Rienzo, Cola di;Hombre;d. 1354
64442;2;Riego, Rafael del;Hombre;1784-1823
64444;1;Vargas Vila, José María;Hombre;1860-1933
64446;1;Romea, Julián;Hombre;
64448;1;Abella, Ángel;Hombre;
64454;2;Nicéforo I;Hombre;
64456;1;Gasset, Rafael;Hombre;
64458;2;Ribas, Federico;Hombre;
64460;1;Martínez Echevarría, Enrique;Hombre;
64461;1;Llorente, Teodoro;Hombre;
64463;1;Mitchell, Peter Chalmers;Hombre;1864-1945
64470;1;Wagner, Richard;Hombre;1813-1883
64471;1;Amunátegui Reyes, Miguel Luis;Hombre;1862-1949
64472;1;Torrejón, Andrés;Hombre;1736-1812
64473;1;Amunátegui, Miguel Luis;;1828-1888
64474;1;Morales, Ambrosio de;Hombre;1513-591
64476;1;Meller, Raquel;;1888-1962
64477;1;Bello, Andrés;Hombre;1781-1865
64478;1;Vázquez, Carlos;Hombre;
64479;1;Sucre, Dolores;Mujer;1837-1917
64480;1;Hohenzollërn, Friedrich Wilhelm;Hombre;
64482;1;Álvarez Alonso, Antonio;Hombre;1867-1903
64489;2;Salazar Chapela, Esteban;Hombre;1900-1965
64492;1;Daireaux, Max;Hombre;1883-
64497;2;Larra, Mariano José de;;1809-1837
64499;1;Alarcón, Abel;Hombre;1881-1954
64501;9;Muñoz Escámez, José;Hombre;
64503;2;Della Valle, Ángel;Hombre;1852-1903
64511;1;Defoe, Daniel;Hombre;1661?-1731
64512;1;Montero, José;Hombre;1878-1920
64515;3;Ortega Hernández, J.;;
64525;1;Hader, Berta;Mujer;
64527;4;Grimm, Jacob;Hombre;1785-1863
64531;1;Hader, Elmer;Hombre;
64532;1;Sánchez, Florencio;Hombre;1875-1910
64537;1;Pereda, María Fernanda de;Mujer;
64539;1;Solar, Alberto del;Hombre;1860-1920
64541;1;Kowalski, J. J.;;
64543;1;Malharro, Martín;Hombre;1865-1911
64544;1;Renard, Jules;Hombre;1864-1910
64547;1;Mayne-Reid, Thomas;Hombre;1818-1883
64549;1;Serra Pausas, Juan;Hombre;fl. 1875-1900
64555;9;Schmid, Christoph von;Hombre;1768-1854
64557;7;Picolo, Manuel;Hombre;1855-1912
64563;5;Salgari, Emilio;Hombre;1862-1911
64565;8;Enco de Valero, Tatiana;Mujer;[1870-1930]
64568;1;Crocker, Marion A.;Mujer;
64571;2;Calderón de Barnés, Maria Luisa;;1912
64576;6;Héctor de Zaballa, Julia;Mujer;1899?-1932
64581;0;Kany, Charles Emil;Hombre;1895-
64585;4;Maeztu, María de;Mujer;
64601;1;Canals y Vilaró, Salvador;Hombre;1867-1938
64602;5;Barella, Francisca A. de la;Mujer;
64605;1;Díez Barroso, Víctor Manuel;Hombre;1890-1936
64615;1;Sepúlveda, María;Mujer;
64622;4;Salas Lifchuz, Piedad de;Mujer;1897-1997
64626;1;Vasseur, Alvaro Armando;Hombre;1878-1969
64629;2;Andersen, Hans Christian;Hombre;1805-1875
64630;1;Hawthorne, Nathaniel;;1804-1864
64633;1;Poe, Edgar Allan;Hombre;1809-1849
64634;14;Méndez Bringa, Narciso;Hombre;1868-1933
64635;18;Ramírez Ángel, Emiliano;Hombre;1883-1928
64636;1;Lacoste, Eugene;Hombre;1818-1907
64638;1;Ourliac, Édouard;Hombre;1813-1848
64640;4;Grimm, Wilhelm;Hombre;1786-1859
64646;1;Sánchez Tena, J.;Hombre;1898-1931
64649;1;Valdez de la Torre, Carlos;Hombre;1884-
64651;1;Whitman, Walt;Hombre;1819-1892
64657;1;Pérez Lugín, Alejandro;Hombre;1870-1926
64658;5;Trueba, Antonio de;Hombre;1819-1889
64662;1;Bastinos, Julián;Hombre;1852-1918
64668;1;Urrabieta, Mariano;Hombre;
64671;1;Verne, Jules;Hombre;1828-1905
64675;1;Amato, Gennaro;Hombre;1857-1947
64677;1;Corona, Elías;Hombre;fl.1908
64685;1;Alegret de Mesa, José;Hombre;
64687;1;Janin, Jules Gabriel;Hombre;1804-1874
64688;1;Uribe Ángel, Manuel;Hombre;1822-1904
64689;3;Fénelon, François de;Hombre;1651-1715
64698;1;Carderera, Mariano;Hombre;1816-1893
64700;1;Estorch i Siqués, Pau;Hombre;1805-1870
64701;13;Millán Astray, Pilar;Mujer;1879-1949
64702;1;Parravicini, Luigi Alessandro;Hombre;1797-1880
64707;2;Calleja, Saturnino;Hombre;1853-1915
64708;1;Isaza, Emiliano;Hombre;1850-1930
64709;1;Fornarí, Pasquale;Hombre;1837-1922
64710;1;Miguel Ángel;;
64720;1;González Martínez, Enrique;Hombre;1871-1952
64722;2;Sand, George;Mujer;1804-1876
64740;23;González-Blanco, Andrés;Hombre;1886-1924
64742;1;Navarro y Ledesma, Francisco;Hombre;1869-1905
64746;1;Asenjo Barbieri, Francisco;Hombre;1823-1894
64748;1;Larra, Luis Mariano de;Hombre;1830-1901
64750;1;Moyrón, Julián;Hombre;1883-1935
64764;1;Cuadrado Carreño, Anselmo;Hombre;1890-1952
64772;1;Pérez Rosillo, Ernesto;Hombre;1893-1968
64775;2;Alonso, Francisco;Hombre;1887-1948.
64779;1;Rebollo de Moro, Manuel;Hombre;
64780;1;Santos Pérez, F.;;
64781;1;Mantuà, Gaston A.;Hombre;
64783;1;Amich i Bert, Josep;Hombre;1888-1965
64787;1;Romera López, José;Hombre;
64799;1;Ramírez, Emilio;Hombre;
64809;2;Cadenas, José Juan;Hombre;1872-1947
64814;6;Ángel Álvarez, Manuel;Hombre;1855-1921
64817;1;Losada, J.;;d. 1913.
64818;1;García Gómez Caminero, Juan;;
64822;6;Díaz Huertas, Ángel;Hombre;1866-1937
64823;1;Gómez, Julio;Hombre;1886-1973
64828;1;Palencia, Ceferino;Hombre;1860-1928
64829;4;Coloma, Luis;Hombre;1851-1915
64834;1;Carballeda, Manuel;Hombre;
64838;1;Viguri, Encarnación de;Mujer;1896-1933
64842;1;Gallardo Martín-Gamero, Carmen;Mujer;
64845;1;Villasante, Matilde;Mujer;
64855;1;Sirval, Luis de;Hombre;
64856;1;Basa, Leopoldo;Hombre;
64859;2;Pascual de Sanjuán, Pilar;Mujer;1827-1899
64863;1;López Rubio, José;Hombre;1903-1996
64869;38;Morales, María Luz;Mujer;1890-1980
64870;1;Fernández Lepina, Antonio;;1881-1943
64871;1;Benavent, Ricardo;Hombre;1848-
