clavy_id,"editorial","titulo","lugar de publicaci�n","fecha de publicaci�n"
62822,"Juan Ramón Jiménez y Zenobia Camprubí de Jiménez","El cartero del rey(poema dramático)",,
62824,"[s.n.]","El jardinero",,
62826,"Juan Ramón Jiménez y Zenobia Campribí de Jiménez","La luna nueva(poemas de niños)",,
62828,"Signo","Pájaros perdidos(Sentimientos)",,
62832,"Renacimiento","El jardinero",,
62835,"Librería General de Victoriano Suárez","Idearium español",,
62836,"[Edit. Hispánica, [S. Aguirre]]","La luna nueva(poema de niños)",,
62838,"J. García","El jardinero",,
62839,"Horizonte","Horizonte. Arte, literatura, crítica",,
62840,"Signo","La luna nueva(poemas de niños) : obra escojida [sic.] de Rabindranaz Tagore",,
62841,"(Tip. Lit. Vda. e Hijos de Sabatel)","Cartas finlandesas",,
62842,"Libr. Gral. de Victoriano Suárez","Idearium español",,
62844,"Libr. de los Sucesores de Hernando","Ángel Ganivet, poeta y periodista. Bellos trabajos del gran escritor",,
62845,"[[Ograma, Aguilar]","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela",,
62847,"Afrodisio Aguado","Las piedras hambrientas y otros cuentos",,
62848,"Francisco Beltrán","Hombres del Norte y  El porvenir de España",,
62849,"Aguilar","Obra escojidalírica breve, teatro, cuento, aforismo, escuela",,
62850,"Francisco Beltrán","La conquista del reino de Maya por el último conquistador español Pío Cid",,
62851,"Losada","El rey del salón oscuro(poema dramático)",,
62852,"Francisco Beltrán y Victoriano Suárez","El escultor de su alma. Drama místico",,
62853,"Losada","Mashi y otros cuentos",,
62854,"Libr. Gral. de Victoriano Suárez","Granada la bella",,
62855,"Losada","El jardinero",,
62856,"Francisco Beltrán","Los trabajos del infatigable creador Pío Cid",,
62857,"Francisco Beltrán y Victoriano Suárez","España filosófica contemporánea y otros trabajos",,
62858,"Afrodisio Aguado","Las piedras hambrientas y otros cuentos",,
62860,"[[Orbe, Aguilar]","Obra escojidalírica breve, teatro, cuento, aforismo, escuela Rabindranaz Tagore ; traducción de Zenobia Camprubí de Jiménez ; con un epistolario liminar de José Ortega y Gasset ; y un colofón lírico de Juan Ramón Jiménez ; prólogo de Agustín Caballero",,
62861,"Hesperia","La pícara Olalla. Obra póstuma y única colección de cuentos del autor",,
62862,"[[Guada, G. P.]","Gitanjali",,
62864,"Plaza & Janés","Recuerdos",,
62865,"Gutenberg","El defensor de Gerona. Leyenda",,
62866,"(Imp. de Fortanet)","Poesías",,
62867,"Aguilar","Obra escogidalírica breve, teatro, cuento, aforismo, escuela",,
62869,"Chapultepec","Poemas",,
62870,"Guttenberg","Relaciones entre la ciencia y la poesía. Memoria leída en el Ateneo de Madrid la noche del 1º de diciembre de 1884",,
62872,"López y Cía.","Tardes de abril y mayo",,
62874,"[Administración Lírico-Dramática]","El cortejo de la Irene. Zarzuela en un acto dividido en cuatro cuadros y un intermedio, en prosa y verso",,
62875,"[[Guada, G. P.]","Gitanjali",,
62877,"[Aguilar, Montaña]","Obra escojidalírica breve, teatro, cuento, aforismo, escuela",,
62879,"[[Montaña, Aguilar]","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela",,
62880,"Arregui y Aruej","Los hijos del batallón. Melodrama en tres actos y quince cuadros, basado en la novela Quatre-vingt-treize de Victor Hugo",,
62881,"Plaza & Janés ;","Recuerdos",,
62883,"Aguilar","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela",,
62884,"Sociedad de Autores Españoles","El gatito negro. Humorada cómico-lírica en un acto dividido en cuatro cuadros en prosa y verso",,
62885,"[Plaza & Janés, [Guada]","El naufragio",,
62886,"Sociedad de Autores Españoles","Las grandes cortesanas. Opereta en un acto dividido en cuatro actos y un intermedio, original y en prosa",,
62887,"Losada","El jardinero",,
62888,"Sociedad de Autores Españoles","El tirador de palomas. Zarzuela dramática en un acto, dividido en cinco cuadros, en verso y prosa",,
62889,"Plaza & Janés","Entrevisiones de Bengalapoema de Kabir",,
62890,"Sociedad de Autores Españoles","El tío Juan. Zarzuela dramática en un acto, dividido en cuatro cuadros y un intermedio",,
62892,"Sociedad de Autores Españoles","La venta de Don Quijote. Comedia lírica en un acto, en prosa y verso",,
62893,"G. P.","Gitanjali",,
62894,"Sociedad de Autores Españoles","¡Viva Córdoba! Sainete lírico en un acto dividido en tres cuadros y un intermedio en prosa y verso",,
62898,"Sociedad de Autores Españoles","Tolete. Zarzuela en un acto, dividido en cuatro cuadros y un intermedio, original, en verso y prosa",,
62899,"Aguilar","Obra escojida [sic]lírica breve, teatro, cuento, aforismo, escuela",,
62900,"Sociedad de Autores Españoles","La puñalada. Melodrama en un prólogo y cuatro cuadros, original, en prosa y verso",,
62902,"Sociedad de Autores Españoles","El hombre feliz. Comedia en un acto y en verso",,
62903,"G. P.","Que el cielo la juzgue",,
62904,"Libr. de Mariano Murillo","Maruja. Poema",,
62905,"G.P.","Tres soldados",,
62907,"Planeta","Obras selectas",,
62909,"L. A. R. A.","Que el cielo la juzge",,
62910,"(Imp. Central, a cargo de Víctor Saiz)","Un día glorioso. Poema",,
62911,"Planeta","Los inocentes de Parísnovela",,
62912,"Libr. de Mariano Murillo","Poemas cortos",,
62913,"G.P.","El cielo y tú",,
62914,"(Est. Tip. ""Sucesores de Rivadeneyra"")","Discurso leído por el Excmo. Sr. D. Gaspar Núñez de Arce el día 3 de diciembre de 1887 en el Ateneo Científico y Literario de Madrid con motivo de la apertura de sus cátedras",,
62915,"G.P.","Almas borrascosas",,
62916,"Maucci","Miscelánea literaria. Cuentos, artículos, relaciones y versos",,
62917,"G.P.","Sangre de rey",,
62919,"[[Guada, G. P.]","Uniforme de gloria",,
62922,"(Imp. de P. Domínguez Martínez)","La sombra de César",,
62923,"[[Castilla], José Janés]","Obras de Ben Ames Williams",,
62924,"(Imp. de T. Fortanet)","Gritos del combate. Poesías",,
62926,"Alonso Gullón","Entre el alcalde y el Rey. Zarzuela en tres actos y en verso",,
62929,"L.A.R.A.","El cielo y tú",,
62930,"Libr. de Mariano Murillo","La selva oscura. Poema",,
62931,"Planeta","Novelas",,
62932,"Libr. de Mariano Murillo","Un idilio y una elegía",,
62934,"Biblioteca Perojo","Obras dramáticas",,
62938,"[s.n.]","Santo Domingo",,
62939,"Planeta","Las sombrillas rojasNovela",,
62941,"L.A.R.A.","Almas borrascosasNovela",,
62943,"Planeta","Clínica Tyrenovela",,
62945,"[[P. Hnos.], Gerpla]","Triunfo del inspector Manson",,
62947,"[[P. Hermanos], Gerpha]","¿Quién mató a Dick Whittingtoñ",,
62950,"(Imp. de José Rodríguez)","Quien debe, paga. Comedia en tres actos y en verso",,
62952,"(Imp. de Juan Pueyo)","La horrenda política. Los idóneos",,
62953,"Betis","El hombre del danzing",,
62954,"El Libro Popular","Los caballos negros. Novela grande e inédita",,
62955,"González y Giménez","Tierra de promisión (catecismo de la raza)",,
62956,"(Imp. Cervantina)","Aquelarre (narraciones íntimas y novelescas)",,
62957,"Planeta","Lucha entre espías",,
62959,"José Janés","La cárcel de papel",,
62960,"(Imp. a cargo de José M. Rosés)","Recuerdos de la campaña de África",,
62963,"[s.n.]","Alta presión",,
62964,"Rafols","¡Mala madre! Drama en tres actos en prosa",,
62966,"(Est. Tip. de Jaime Ratés)","Lo que han visto mis ojos",,
62967,"(Imp. Artística Española)","Hieles. Narraciones triviales",,
62968,"Ariel","Rommel",,
62969,"(Imp. de Alrededor del Mundo)","Mi risa. Crónicas ejemplares",,
62971,"(Imp. Artística Española)","El veneno de la víbora. Escenas un poco novelescas y un tanto románticas, en las que se refiere la vida heroica de un triste caballero ejemplar",,
62972,"[P. Hermanos","Escalera 4",,
62973,"(Imp. de ""Alrededor del Mundo"")","El hidalgo don Tirso de Guimaraes. Novela que describe la vida española en un tono de zumba y de sarcasmo, tundiendo a políticos hambrones, a poetas chirles, a mercaderes famélicos, a prevaricadores, cisquillas, marimachos, pigres, cursis y otras liendres, trazada para mover a risa y a escarmiento",,
62975,"(Imp. de Alrededor del Mundo)","Su señoría. Lbro parlamentario",,
62976,"(Imp. Juan Pueyo)","Espejo de los humildes. Historias de asesinos, tahures, daifas, borrachos, neuróticas y poetas, zurcidas para estímulo de probos y castigo de bellacos",,
62977,"(Imp. de Alrededor del Mundo)","Nuestro abrazo a Portugal (catecismo de la raza)",,
62978,"Espasa-Calpe","Rosario al sol",,
62979,"(R. Velasco, Imp.)","Curro Vargas. Drama lírico en tres actos y en verso, inspirado en una célebre novela española",,
62983,"(R. Velasco, Imp.)","La cortijera. Drama lírico en tres actos y en verso, original",,
62987,"(Est. Tip. de Jaime Ratés)","El libro de la vida bohemia",,
62990,"Estampa La Farsa","Aquella noche comedia dramática en cuatro actos, el primero dividido en dos cuadros",,
62991,"Sucs. de Rivadeneyra","Las máscaras",,
62992,"(Imp. Estereo-galvanoplastia; Libr. y Tall. de Grab. de Gaviria y Zapatero)","Bretón. Loa escrita expresamente para ser representada en el Teatro de Lope de Vega la noche del 17 de diciembre de 1873, por la Sociedad Artística que dirige don Manuel Méndez",,
62993,"Saturnino Calleja","Cuentos escogidos",,
62994,"(Imp. de José Rodríguez)","La justicia del acaso. Drama en tres actos y en verso",,
62996,"(Imp. de Enrique Rubiños)","Dos cetros y dos almas. Cuadro-histórico",,
62997,"Saturnino Calleja","Cuentos escogidos",,
62998,"(Imp. de E. Rubiños)","Pedro Abelardo. Poema",,
63001,"(Imp. de la Revista de Archivos)","Obras completas",,
63003,"[Ellas]","Ellas. Semanario de las mujeres españolas",,
63004,"(Libr. Gral. de Victoriano Suárez)","La honrada",,
63005,"V. Prieto y Compañía","Mujeres",,
63006,"V. Prieto y Cía.","Sacramento",,
63007,"Renacimiento","Lázaro. Juan Vulgar",,
63008,"Renacimiento","El enemigo",,
63010,"Renacimiento","La hijastra del amor",,
63012,"Renacimiento","Sacramento",,
63013,"[s.n.]","Melo (Melodrama) :Folletin escenico en tres actos divididos en doce cuadros",,
63014,"Renacimiento","Vida y obras de don Diego Velázquez",,
63016,"(Libr. Gral. de Victoriano Suárez)","Juanita Tenorio",,
63018,"Prensa Moderna","Desencanto",,
63019,"Plaza & Janés","Tres soldados",,
63020,"M. Poveda","La vistosa",,
63021,"Seix Barral","Al otro lado del río y entre los árboles",,
63024,"(Ambrosio Pérez y Cía.)","Todo en broma. Versos",,
63025,"[Orbis ;, Hyspamérica [distribuidor]]","Que el cielo la juzgue",,
63027,"Noguer","Siete chicos de Australia",,
63029,"Plaza & Janés","Flores en el ático",,
63031,"Orbis","Que el cielo la juzgue",,
63032,"(Est. Tip. de Fortanet)","Discursos leídos ante la Real Academia Española, en la recepción pública de D. Jacinto Octavio Picón el día 24 de junio de 1900",,
63033,"G.P.","Que el cielo la juzgue",,
63034,"(Tip. de los Hijos de M. G. Hernández)","Los madriles",,
63038,"Henrich y Cía.","La honrada. Novela de costumbres contemporáneas",,
63039,"Bruguera","Tres soldados",,
63041,"Planeta","Cita en Dallasla definitiva solución del asesinato de John F. Kennedy",,
63042,"(Est. Tip. de El Correo)","El enemigo",,
63045,"Planeta","Islas a la derivanovela",,
63046,"(Est. Tip. de El Correo, a cargo de Francisco Fernández)","La hijastra del amor",,
63047,"Noguer","Amor es",,
63048,"(Imp. de la Revista de Arch. Bibl. y Museos)","Discursos leídos ante la Real Academia Española en la recepción pública del Ilmo. Sr. D. Melchor de Palau el día 22 de noviembre de 1908",,
63049,"Seix Barral","Islas a la deriva",,
63050,"Libr. de Hijos de Fé","Lázaro. Casi novela",,
63053,"Noguer","El hombre del sótano",,
63056,"Luis Tasso","Poesías. Verdades poéticas; Cantares; Poesías varias",,
63057,"Noguer","Nunca llueve en Los Angeles",,
63058,"Círculo de Lectores","Que el cielo la juzgue",,
63059,"(Est. de Fidel Giró)","La Atlántida",,
63061,"(Imp. del Asilo de Huérfanos del S.C. de Jesús)","Versos para escuelas",,
63062,"Circulo de lectores","Los inocentes de París",,
63063,"(Imp. y Lit. del Asilo de Huérfanos del Sagrado Corazón de Jesús)","Acontecimientos literarios. Impresiones y notas bibliográficas (1895)",,
63066,"G.P.","Sangre de rey",,
63067,"(Imp. de José Rodríguez)","Batalla de reinas. Drama histórico en tres actos y en verso",,
63068,"Planeta","Clínica Tyre",,
63069,"(Imp. de J. Pons)","Poesías y cantares",,
63070,"Círculo de Lectores","Sangre de rey",,
63071,"(Tip. de Manuel G. Hernández)","Acontecimientos literarios (1888)",,
63074,"Ariel","Amistad, sexo, amor, la mujer del siglo XX",,
63075,"Texidó y Parera","Ley de aguas de 13 de junio de 1879",,
63077,"Inocente López","Nuevos cantares",,
63079,"Editora Internacional","Los ojos cerrados. Novela",,
63080,"Plaza & Janés","Tres vidas errantes",,
63081,"Bibl. Helios","La tragedia del comedor. Novela",,
63083,"Nuestra Raza","Zorrilla. El más grande poeta de la raza",,
63084,"Planeta","Yo la maté",,
63085,"Casa Editorial Hispano-Americana","Haendel. Su vida, sus obras",,
63087,"(Imp. Gutenberg-Castro y Cía.)","Cabalgata de horas",,
63088,"Planeta, etc.","Esta es mi cosecha",,
63089,"Biblioteca Económica Selecta","Madrid sentimental",,
63091,"Mundo Latino","José Zorrilla. Biografía anecdótica",,
63092,"G.P.","El hombre del espejo",,
63093,"Sociedad General Española de Librería (SGEL)","Bombilla, Sol, Ventas. Peligros y seducciones de esta coronada villa",,
63094,"Planeta","El reino de Dios",,
63097,"(Imp. del ""Diario"")","Ambrosio de Morales",,
63098,"G. P.","Cine, cianuro y compañía",,
63099,"(Imp. y Pap. ""La Verdad"")","Ramillete de violetas. Poesías y apuntes biográficos del poeta cordobés Enrique Redel",,
63100,"G. P.","Todo debe desaparecer el 5 de mayo...",,
63102,"G.P.","Los inocentes de París",,
63103,"(Imp. del Diario)","Las calabazas. Consideraciones filosóficas, literarias, hortícolas, históricas, geográficas, culinarias, religiosas ...",,
63104,"G.P.","Luz cruel",,
63107,"(Imp. ""Escuelas-Asilo"")","Biografía del Doctor D. Bartolomé Sánchez de Feria y Morales, escritor cordobés del siglo XVIII y juicio crítico de sus obras",,
63110,"[G. P., [Guada]","La mala gente",,
63111,"Bibl. Patria","Palestina. Ecos de viaje",,
63112,"G.P.","Tres vidas errantes",,
63114,"Plaza & Janes","El hombre del espejo",,
63115,"(Imp. del ""Diario de Córdoba"")","Discursos leídos ante la Real Academia de Ciencias, Bellas Letras y Nobles Artes de Córdoba en 6 de octubre de 1901",,
63117,"(Imp. de E. Rasco)","Expansiones. Varias poesías originales",,
63118,"[[Color], Aguilar]","Novelas escogidas",,
63119,"(Imp. y Papelería de ""La Unión"")","Ecos de las vigilias. Pasionarias, cambiantes, desvaríos, pensamientos",,
63121,"(Imp. del Diario)","La prensa. Composición poética en sonetos",,
63123,"(Imp. del ""Diario"")","San Rafael en Córdoba. Resumen de memorias relativas a monumentos triunfales, pinturas, estatuas, láminas, producciones literarias y piadosas ...",,
63126,"[G. P., [Guada]","Que el cielo la juzgue",,
63127,"[Estab. tip. de E. Gálvez Muñoz]","Manuel Reina. Estudio biográfico",,
63129,"(Imp. de los Hijos de M. G. Hernández)","Rayo de sol. Poema y otras composiciones",,
63130,"G.P.","El cielo y tú",,
63131,"(Imp. Española)","Gramática razonada de la lengua española",,
63132,"G.P.","Tres soldados",,
63133,"(Est. Tip. de Ricardo Fé)","El aire libre. Poesías",,
63134,"G.P.","Almas borrascosas",,
63135,"(Est. tip. y litogr., Real 1)","El dedal de plata. Monólogo en verso",,
63136,"Planeta","Yo la maté. Novela",,
63138,"[Plaza & Janéz ;, [Saturno]","El largo camino de regreso",,
63139,"(Tip. de los Hijos de M. G. Hernández)","Poemas paganos",,
63140,"G.P.","Sangre de rey",,
63144,"Libr. de Victoriano Suárez","Navegar pintoresco",,
63152,"(Imp. de Fortanet)","Versos de varia edad",,
63154,"La Novela Cómica","Las mocitas del barrio. Sainete",,
63155,"(Imp. Ibérica)","De mi museo",,
63159,"Administración Valverde, 44","Sus mejores versos",,
63161,"El Cuento Galante","Príncipes y cortesanas",,
63163,"(Imp. Artística de Sáez Hnos.)","Hombres y cosas de mi patria y de mi tiempo",,
63164,"Los Contemporáneos","El beso de la hebrea",,
63166,"El Cuento Semanal","Una hora de amor de Carolina Otero",,
63168,"Bambalinas","Quince días en la gloria. Comedia en dos actos",,
63171,"Aldevara","Obras selectas de Franz Kafka, La metamorfosis y El proceso",,
63172,"La Escena","La eterna bohemia. Comedia en 2 cuadros",,
63173,"La Escena","Los piratas. Sainete hispano-criollo en un acto y tres cuadros",,
63176,"Aldevara","La metamorfosisThe metamorphosis",,
63179,"Los Poetas","Los poetas. Antología",,
63182,"Renacimiento","Las águilas",,
63185,"[s.n.]","El amigo Manso. Adaptación escénica en tres actos de la novela del mismo título de Pérez Galdós",,
63186,"Montaner y Simón","El calvario. Novela de costumbres contemporáneas",,
63188,"[La Lectura]","La Lectura. Revista de Ciencias y Artes",,
63190,"Laia","Los derechos del hombre",,
63191,"Sociedad de Autores Españoles","El estudiante. Zarzuela cómica en un acto, dividido en tres cuadros",,
63192,"Sociedad de Autores Españoles","El gallo de la pasión. Entremés en prosa",,
63193,"(R. Velasco, Imp.)","Sangre moza. Zarzuela en un acto, dividido en tres cuadros, en prosa y verso",,
63194,"Busma","De profundis",,
63197,"Libr. de Fernando Fé","La gente del pueblo. Colección de composiciones",,
63199,"Sociedad de Autores Españoles","La vuelta de presidio. Entremés tragicómico en verso",,
63200,"Busma","De profundis",,
63201,"(Tip. Universal)","Argumento y explicación de La vuelta de presidio. Entremés trági-cómico, en verso",,
63203,"(R. Velasco, Imp.)","Ninfas y sátiros. Sainete en un acto, dividido en cuatro cuadros, en prosa y verso",,
63204,"Sociedad de Autores Españoles","Rayo de sol. Comedia en dos actos y en prosa, original",,
63206,"Sociedad de Autores Españoles","Las romanas caprichosas. Opereta bufa en un acto, dividido en tres cuadros",,
63207,"Biblioteca Nueva","De profundis, La balada de la cárcel de Reading y otros escritos carcelarios",,
63208,"(R. Velasco, Imp.)","Las primeras rosas. Sainete en un acto y en prosa",,
63211,"Castalia","La trampa del arenal",,
63214,"(R. Velasco, Imp.)","¡Él! Drama en un acto y en prosa",,
63217,"(Tip. de los Hijos de M. G. Hernandez)","Los barrios bajos",,
63218,"Poseidón","Historia del arte",,
63221,"(R. Velasco, Imp.)","Los inocentes. Revista extravagante en un acto, en verso y prosa",,
63222,"Arregui y Aruej","La chavala. Zarzuela en un acto dividido en siete cuadros",,
63223,"(R. Velasco Imp.)","Las bravías. Sainete lírico en un acto, dividido en cuatro cuadros, basado en la comedia de Shakespeare La fiera domada",,
63224,"Grijalbo","La U.R.S.S. con los ojos abiertos",,
63225,"[Libr. de Fernando Fe]","Los madriles",,
63227,"Sociedad de Autores Españoles","Los buenos mozos. Sainete lírico en un acto, dividido en cinco cuadros en prosa y verso",,
63228,"Sociedad de Autores Españoles","El barquillero. Zarzuela en un acto y tres cuadros, en prosa y verso",,
63230,"Sociedad de Autores Españoles","La chica del maestro. Sainete lírico en un acto, en prosa y verso",,
63231,"Celestino González","La Revoltosa. Argumento del sainete en un acto y tres cuadros, en verso",,
63232,"Sociedad de Autores Españoles","El alma del pueblo. Zarzuela en un acto, dividido en tres cuadros, en verso y prosa",,
63234,"Sociedad de Autores Españoles","El capote de paseo. Sainete lírico en un acto y tres cuadros",,
63235,"Grijalbo","Goebbels. Mefistófeles moderno",,
63236,"Sociedad de Autores Españoles","Mariposas blancas. Comedia en dos actos y en prosa",,
63239,"(Imp. de Pedro Núñez)","La tauromaquia",,
63244,"(Tip. Lit. Vda. e Hijos de Sabatel)","En Sierra Nevada. Crónica",,
63247,"El Progreso","Medicina popular. Un capítulo en la historia de la cultura",,
63250,"(Tip. de los Hijos de M. G. Hernández)","Los barrios bajos",,
63252,"Administración Lírico-Dramática","Chismes y cuentos. Pasillo en un acto y en verso",,
63253,"(R. Velasco, Imp.)","La clase baja. Revista en un acto y ocho cuadros, en verso. Refundición de varias cosas",,
63254,"Administración Lírico-Dramática","La calle de Toledo. Cuadro de costumbres en un acto y en verso",,
63255,"[s.n.]","Los caballeros de Bois-Doré novela",,
63257,"Calpe","Rosario al Sol",,
63275,"López, Ed. Libr. Española","¡Rataplán!",,
63277,"Espasa-Calpe","Crónicas italianas",,
63279,"Espasa-Calpe","Crónicas italianas",,
63281,"Espasa-Calpe","Victoria Accoramboni. Rojo y negro",,
63284,"(Imp. de José Blass y Cía.)","Cuentos al oido",,
63285,"Atlántida","Cuentos",,
63286,"Atlántida","Mariquita León. Novela original",,
63288,"Espasa Calpe","La abadesa de Castro",,
63289,"(Imp. de la Casa Velázquez)","Tradiciones de Aracena",,
63290,"(Imp. de Mendoza)","En los profundos infiernos o Zurrapas del siglo y Nuevas cartas del ""Caballero de la Tenaza""",,
63291,"La Vanguardia","Tipos y costumbres",,
63298,"Renacimiento","Cancionero castellano",,
63301,"El Chispero","El Chispero. Semanario antiflamenquista",,
63302,"(Imp. de P. Fernández)","Cancionero castellano",,
63303,"Renacimiento","El silencio de la Cartuja",,
63304,"Dalmáu Carles, Pla","Las aventuras de Tartarín de Tarascón",,
63305,"Est. Tip. de la ""Rev. de Archivos, Bibl. y Mus.""","Discurso en elogio del Excmo. Sr. D. Gaspar Núñez de Arce, censor de la Real Academia Española, leído en la Junta pública celebrada el día 15 de noviembre de 1903 para honrar su memoria",,
63309,"D.C. Heath & Cía.","El haz de leña",,
63310,"Dalmáu Carles, Pla","Cuentos de Perrault",,
63316,"Libr. de Mariano Murillo","¡Sursum corda! Poema",,
63317,"Dalmáu Carles, Pla","Fábulas de La Fontaine",,
63318,"Hijos de M. G. Hernández","La selva oscura. Poema",,
63320,"(Imp. de Sordomudos)","Sus mejores versos",,
63321,"Prensa Moderna","Sancho Gil",,
63323,"(Imp. ""La Itálica"")","Calumnias al clero",,
63325,"Dalmau Carles","Cuentos y fábulas de Don Juan de La Fontaine",,
63326,"(Imp. de los Hijos de M.G. Hernández)","Núñez de Arce. Apuntes para su biografía",,
63329,"Montaner y Simón","Obras escogidas",,
63331,"Austral","David Copperfield",,
63332,"Biblioteca Nueva","Quiero vivir mi vida. Novela",,
63333,"Espasa Libros","David Copperfield",,
63334,"[s.n.]","La educación de las niñas. Pedagogia",,
63335,"(Est. Tip. de Luis Tasso)","Guirnalda de pensamientos. Poesías",,
63336,"Biblok","David Copperfield",,
63337,"(Imp. del Memorial de Ingenieros)","Recuerdos de un ángel. Elegías a la memoria del niño José María del Olvido Quadros de Biedma, muerto a los seis años de edad",,
63338,"[Cádiz]","Cádiz. Artes, letras, ciencias",,
63340,"(Tip. La Mercantil)","Cadenas del corazón",,
63341,"(Tip. La Mercantil)","Blanca. Novela original",,
63342,"[s.n.]","Los tramperos del Arkansas",,
63343,"(Tip. La Mercantil)","La muerta y la viva. Novela original",,
63344,"[Caro Raggio","Bernabé Tignol y su ballenanovela",,
63347,"Ediciones Españolas","Una idea de parisiense por página",,
63348,"Caro Raggio","Bernabé Tignol y su ballenanovela",,
63349,"Prometeo","Salud y belleza. Secretos de higiene y tocador",,
63350,"Fortanet","La madre y el niño",,
63351,"Librería y Editorial Rivadeneyra","Los espirituados (novela)",,
63352,"[Zoila Ascasíbar]","Moll Flanders (una aventurera del siglo XVII)",,
63353,"Sempere","Amadís",,
63354,"Revista de Occidente","La rebeldía contra la civilización",,
63355,"Sempere","La mujer fantástica (novela)",,
63356,"Espasa-Calpe","David Copperfield",,
63357,"Sempere","Tesoro de la belleza (arte de seducir)",,
63358,"Espasa-Calpe","David Copperfield :novela",,
63359,"Biblioteca Nueva","Gloriosa vida y desdichada muerte de don Rafael del Riego (un crimen de los Borbones)",,
63361,"Libr. de Antonio J. Bastinos, Ed.","Auras de otoño. Cuentos para niños y niñas",,
63362,"[Calpe]","Grandeza y decadencia de los romanoshistoria",,
63364,"Calpe","Del Niger al Nilo",,
63365,"Antonio J. Bastinos","Los niños de las ruinas",,
63367,"Libr. de Antonio J. Bastinos, ed.","Cocos y hadas. Cuentos para niñas y niños",,
63368,"Artes de la Ilustración","Psicología del razonamiento",,
63369,"Libr. de Perelló y Vergés","Los molinos de Levante y otras narraciones",,
63372,"[Espasa-Calpe]","Grandeza y decadencia de los romanosHistoria",,
63373,"(Imp. de Tejado)","Manual de El visitador del pobre",,
63374,"Espasa-Calpe","Grandeza y decadencia de los romanos",,
63375,"(Imp. de Anoz)","Apelación al público de un fallo de la Real Academia Española. Poema presentado a la misma en el último Certamen Extraordinario",,
63377,"(Tip. La Mercantil)","Dos hermanas. Novela original",,
63378,"Publicaciones de la Revista de Pedagogía","Antología de Rousseau",,
63379,"(Tip. La Mercantil)","Las apariencias. Novela original",,
63382,"[s.n.]","La educación de las niñas. Pedagogia",,
63383,"(Tip. La Mercantil)","El secreto de un crimen. Novela original. El mayor castigo: leyenda dramatica en tres actos y en verso",,
63384,"Biblioteca Universal","Novelas cortas",,
63385,"[Espasa-Calpe]","Los tramperos del Arkansas",,
63386,"(Tip. La Mercantil)","La marquesita. Novela original",,
63387,"Espasa-Calpe","Los tramperos del Arkansas",,
63388,"(El Progreso Tipográfico)","Ahasvérus",,
63391,"Luis Miralce","El adolescente aprendiz",,
63392,"F. Sampere y Compañía","La voz de los muertos",,
63393,"Luis Miracle","Higiene mental del escolar",,
63394,"Prometeo","Modelos de cartas",,
63395,"Luis Miracle","La formación del educador",,
63397,"Sempere","Últimos modelos de cartas",,
63398,"Ruy Díaz","Labor psicológica del educador",,
63399,"(Imp. de Fernando Fé)","Notas del alma. Cantares",,
63400,"Luis Miracle","Higiene mental del escolar",,
63401,"El Campeón del Magisterio","La protección y la higiene de los niños. Boceto de estudio",,
63402,"Luis Miracle","Higiene mental del escolar",,
63404,"Luis Miracle","El adolescente aprendiz",,
63405,"F. Sempere y Cía.","Los Evangelios y la segunda generación cristiana",,
63406,"Seix & Barral Hnos.","Urbanidad (estudio de las reglas de conducta)",,
63409,"Libr. de Hernando","Poema del cisne y la princesa. Sonetos",,
63412,"Luis Miracle","El adolescente aprendiz",,
63413,"(Imp. de Suárez y Cía.)","Horas de Inspiración. Poesías",,
63414,"Luis Miracle","Higiene mental del escolar",,
63415,"(Imp. y Libr. de Nicolás Moya)","Lazos rotos. Drama en tres actos y en verso",,
63416,"Rialp","Manual práctico del test de Rorschach",,
63417,"Imp. y Papelería ""La Universal"" de Ruiz y Hermano","Álbum de la Trocha. Breve reseña de una excursión feliz desde Cienfuegos a San Fernando recorriendo la línea militar",,
63418,"(Imp. de Soto Freire, ed.)","Horas de inspiración. Poesías",,
63419,"Planeta","Higiene mental del escolar",,
63420,"La Novela para Todos","Los míseros",,
63423,"Planeta","La formación del educador",,
63424,"Maucci","Fisiología del placer",,
63427,"Prometeo","La cocina moderna",,
63429,"Biblioteca Nueva","Los anticuarios. Novela",,
63430,"Planeta","El adolescente aprendiz",,
63431,"Renacimiento","La rampa. Novela",,
63433,"Sociedad Española de Librería","Confidencias de artistas",,
63435,"F. Sempere y Cía.","Los inadaptados. Novela",,
63436,"Luis Miracle","El adolescente aprendiz",,
63437,"Viuda de Rodríguez Sierra","El divorcio en España",,
63439,"Viuda de Rodríguez Serra","Loca por razón de Estado. La princesa Luisa de Bélgica",,
63442,"Rialp","Manual práctico del test de Rorschach",,
63443,"F. Sempere y Cía.","Giacomo Leopardi (su vida y sus obras)",,
63446,"Luis Miracle","El adolescente aprendiz",,
63447,"V. H. de Sanz Calleja","Mis viajes por Europa",,
63448,"Rialp","Manual práctico del test de Rorschach",,
63449,"F. Sempere y Cía.","La mujer en el hogar (economía doméstica). Guía de la buena dueña de casa",,
63450,"(Imp. Regional)","Lirios. Poesías originales",,
63452,"Biblioteca Nueva","La tragedia de mi vida(""De Profundis"" completo)",,
63455,"(Imp. de Vilchez)","La lira cristiana. Poesías",,
63456,"Renacimiento","Historia del arte",,
