clavy_id,"editorial","titulo","lugar de publicaci�n","fecha de publicaci�n"
60668,"Biblioteca Hispania","Cada uno a lo suyo... Paso de comedia en prosa",,
60669,"Biblioteca Hispania","Cobardías. Comedia en dos actos y en prosa",,
60671,"Romero","De un periodista",,
60672,"[s.n.]","Discursos leídos ante la Real Academia Española en la recepción pública del Excmo. Sr. D. Manuel Linares Rivas el día 15 de mayo de 1921",,
60673,"Renacimiento","Duelo a muerte",,
60674,"Libr. General de Victoriano Suárez","Un libro para las damas. Estudios acerca de la educación de la mujer",,
60675,"E. Sansot","L'ame japonaise",,
60677,"Editorial América,","La linterna de Diógenes",,
60678,"Oficinas del Centro de Cultura Hispanoamericana","Los grandes mitos de la Edad Moderna: Don Quijote, Don Juan, Segismundo, Hamlet, Fausto. Conferencia leída en el Ateneo Científico de Madrid",,
60679,"[Renacimiento]","La literatura francesa moderna",,
60680,"Atenea","La Reina Slencio. Misterio en tres actos, seguido de algunas viñetas dramáticas",,
60682,"Imp. Juan Pueyo","Matapán, el probo funcionario, y otros verídicos relatos",,
60683,"Biblioteca Nueva","Los nietos de los celtas. Novela",,
60684,"[s.n.]","De Cánovas a Romanones (la bancarrota nacional). Apuntes para el estudio de algunos de nuestros actuales problemas",,
60685,"Biblioteca ""Patria""","El alma al diablo. Novela original",,
60686,"Renacimiento","La vejez de Heliogábalo. Novela",,
60687,"Mvndo Latino","Una mala mujer. Novelas",,
60688,"Bauza","Nuevas coplas. Nueva colección de cantares, comprendiendo malagueñas, peteneras, soleares, seguidillas, granadinas, percheleras, gitaneras",,
60689,"Biblioteca Hispania","Vidas arbitrarias. Historias verídicas, ambiguas, escabrosas y pintorescas de nobles señoras y esforzados caballeros",,
60691,"M. Romero","Cartas a mi tío",,
60692,"Renacimiento","Los frutos ácidos. Novelas",,
60693,"Domenech","Por tierra fragosa. La Casa del Collao. Los Borregueros",,
60694,"Biblioteca Hispania","Lámparas votivas. Poesías",,
60695,"(C. Apaolaza, imp.)","Luchas",,
60696,"Casa Vidal","Los remansos del crepúsculo. Poesías",,
60697,"Hesperia","Mis mejores versos",,
60698,"Renacimiento","La madrileña. Comedia en tres actos",,
60699,"Manuel Pérez Villavicencio","Historia de un escéptico. La hora trágica. Novela",,
60700,"(Imp. de ""Gaceta Administrativa"")","Im Memoriam. (Elegías)",,
60701,"[s.n.]","Andalucía. Poesías",,
60702,"Renacimiento","Como los pájaros de bronce. Novela",,
60703,"Mundo Latino","El hijo de la noche. Novela",,
60704,"Mundo Latino","Dos hombres y dos mujeres (vidas en penumbra)",,
60705,"Mundo Latino","La raíz flotante. Novela",,
60706,"Prensa Gráfica","Ancilla Domini. Novela",,
60707,"[Renacimiento]","El candelabro de los siete brazos. Psalmos",,
60708,"Renacimiento","Dietario sentimental",,
60709,"Sempere","La romería. Novela",,
60710,"Renacimiento","Un bolchevique (escenas de la revolución rusa)",,
60711,"Mundo Latino","Lo que sé por mí (confesiones del siglo)",,
60712,"Lib. de los Sucesores de Hernando","Poesía del mar",,
60714,"Pueyo","El castillo de irás y no volverás. Novela",,
60715,"Est. tip. ""La Moderna""","Rebelión",,
60716,"Biblioteca Nueva","Las mujeres",,
60717,"(Imp. Helénica)","Algunos datos sobre el antiguo autor de comedias Alonso de Olmedo",,
60718,"Renacimiento","Señoritos chulos, fenómenos, gitanos y flamencos",,
60719,"Viuda de Rodríguez Serra","Tragicomedia",,
60720,"Tip. La Tierra","El rento. Novela de costumbres murcianas",,
60721,"Renacimiento","Las sensaciones de Julia (novela)",,
60722,"Mundo Latino","Los indianos vuelven. Novela",,
60724,"Pueyo","Sinfonías bárbaras",,
60725,"Saturnino Calleja","Prometeo. Luz de domingo. La caída de los limones. Novelas poemáticas de la vida española",,
60726,"Calleja","Política y toros. Ensayos",,
60727,"Mundo Latino","Herman encadenado. Notas de un viaje a los frentes del Isonzo la Carnia y el Trentino",,
60728,"V. H. Sanz Calleja","Soledad. Novela para jovenes sentimentales. Flor del valle. Novela de costumbres",,
60729,"Rivadeneyra","Los sueños de un morfinómano. Novela",,
60730,"Garnier","La feria de Neuilly. Sensaciones frívolas de París",,
60731,"V.H. Sanz Calleja","Siervo y tirano. Novela",,
60732,"Imp. Alrededor del Mundo","Los hijos. Trilogía novelesca",,
60734,"Pueyo","Vórtice de amor. De las memorias de un romántico sensual",,
60736,"Imp. de Henrich y Cía.","Emprendamos nueva vida",,
60737,"V.H. San Calleja","Ginés de Pasamonte. Esta es la vida el famoso pícaro inmortalizado por la pluma de Miguel de Cervantes se dejó empeñada en la cárcel",,
60739,"Mundo Latino","La paz del sendero. El sendero innumerable",,
60740,"(Libr. de la viuda de Pueyo)","El miedo de los felices. Drama original, en tres actos y en prosa",,
60741,"Fernando Fé","Migajas",,
60742,"Suárez","Vargueño de saudades",,
60743,"Renacimiento","Socialismo individualista. (Índice para su estudio antropológico)",,
60744,"F. Sempere y Cía.","Junto a las máquinas",,
60745,"(Est. Tip. de El Liberal)","Bombones y caramelos",,
60746,"Renacimiento","Las ingenuas. Novela",,
60747,"Ricardo Fé","Salmos",,
60749,"Rivadeneyra","El rey Nicéforo",,
60750,"(Tip. de El Liberal)","Dos ideales políticos y otros trabajos. En torno de la guerra",,
60751,"Maucci","Aguafuertes ibéricas",,
60752,"Biblioteca Nueva","Piel de España",,
60754,"Imp. de Juan Pueyo","Los ojos de la diablesa. Leyenda madrileña",,
60757,"Tip. de Gregorio Estrada","La gota de agua. Novela",,
60759,"Biblioteca Nueva","La oración del incrédulo. Ensayos sobre el problema religioso",,
60760,"Imp. de Alrededor del Mundo","Alfonso XIII",,
60761,"Calleja","La pata de la raposa. Novela",,
60762,"Imp. Juan Pérez","Dioses mayores. Artículos políticos, de mi labor de iconoclasta",,
60763,"[Imp. de Fortanet]","La edad heroica",,
60764,"Prensa Gráfica","El artículo 438. Novela",,
60765,"Mundo Latino","Tinieblas en las cumbres. Novela",,
60766,"Mundo Latino","Troteras y danzaderas. Novela",,
60767,"[Estrella]","El maleficio de la U",,
60768,"(Imp. de los Hijos de  M. G. Hernández)","El César. Poema",,
60769,"Mateu","En el chozo",,
60771,"Sociedad de Ediciones Literarias y Artísticas","Con la capucha vuelta. Crónicas",,
60772,"[El País]","Vulgarizaciones historicas. Artículos publicados en El País",,
60773,"Libr. de Francisco Beltrán","Manual del perfecto enfermo (ensayo de mejora)",,
60775,"Pueyo","Como el humo. Drama en tres actos",,
60776,"Lib. de Pueyo","Guerrero y algunos episodios de su vida milagrosa. Novela documentaria",,
60777,"[Pueyo]","Divagaciones. Desdén (prosa)",,
60778,"V.H. Sanz Calleja","En el pais de los Bubis. Escenas de la vida en Fernando Poo",,
60779,"Biblioteca Hispania","El pobre Abel de la Cruz",,
60780,"Renacimiento","La altísima. Novela",,
60781,"Pueyo","La orgía. (Novela)",,
60782,"Fernando Fe","Pityusa. Novela",,
60783,"Editorial América","Sus mejores cuentos y sus mejores cantos",,
60784,"Biblioteca Nueva","Ideario español. Costa",,
60787,"Antonio López","La filosofía del hombre que trabaja y que juega. Antología filosófica",,
60788,"Residencia de Estudiantes","De la amistad y del diálogo. Lectura dada en la Residencia de Estudiantes la noche del 16 de febrero de 1914",,
60789,"Imp. de Bernardo Rodríguez","Tirso de Molina. Conferencia leída por su autora en el Ateneo de Madrid el día 23 de abril de 1906",,
60790,"(Tip. Manuel G. Hernández)","En tropel. Cantos españoles",,
60791,"Imp. de los Hijos de M.G. Hernández","El jardín de los poetas",,
60792,"Residencia de Estudiantes","Grandeza y servidumbre de la inteligencia",,
60794,"Mundo Latino","José de Espronceda. Biografía anecdótica",,
60795,"Imp. de Alrededor del Mundo","Maura",,
60796,"Imp. de Alrededor del Mundo","Canalejas. Libro en cuyas páginas resplandece la insigne figura del muerto inolvidable",,
60797,"Libr. de Fernando Fe","Nicéforo el Bueno. Novela",,
60798,"Sempere","Italia",,
60799,"Libr. de los Sucesores de Hernando","Canciones de Noche-buena de muchos peregrinos ingenios",,
60800,"Imp. de Heinrich y Cía.","La humilde verdad",,
60801,"Mundo Latino","La casa de fieras. Bestiario",,
60802,"Ed. América","La literatura hispanoamericana. Estudios críticos",,
60804,"Imp. de los Sucs. de J. A. García","Antología de las Cortes de 1901",,
60805,"La Novela Corta","Los negociantes de la Puerta del Sol",,
60806,"Gregorio V. Mariño","Cartas fundamentales. Ensayo de crítica epistolar",,
60808,"El Cuento Semanal","El destierro. Memorias",,
60810,"Páez","Obras completas de Rosalía de Castro",,
60812,"Boni and Liveright","Short stories from the Spanish",,
60813,"Estrella","Juio Romero de Torres",,
60815,"R. Chiberre","Les âmes qui chantent",,
60816,"R. Sopena","Bohemia sentimental",,
60817,"L. Michaud","Flores de penitencia",,
60818,"Garnier Hnos.","Romerías",,
60819,"Sempere","El chalet de las rosas. (Novela grande)",,
60820,"Atenea","El doctor inverosímil. Novela",,
60821,"Saturnino Calleja","El alba y otras cosas",,
60822,"Saturnino Calleja","Greguerías selectas",,
60823,"Victorano Suárez","Cartas finlandesas",,
60824,"Libr. General de Victoriano Suárez","Granada la bella",,
60825,"Garnier Hnos","El alma japonesa",,
60827,"V. Prieto","Jesús en la fábrica. Novela",,
60829,"Lif","Los sucesos de agosto ante el Parlamento. Discursos íntegros de los señores Largo Caballero, Anguiano, Saborit ... etc. Biografías de los mencionados oradores",,
60830,"Renacimiento","Cartas a las mujeres de España",,
60831,"Garnier Hnos.","Pájaros de barro",,
60832,"Sociedad de Autores Españoles","La madre. Drama en cuatro actos",,
60834,"Prensa Gráfica","El drama de la señorita Occidente. Novela",,
60835,"Renacimiento","Doña María de Padilla. Drama histórico en tres actos y en verso",,
60836,"Tip. de Prudencio P. de Velasco","Antología de las Cortes de 1891 a 1895",,
60837,"Prensa Gráfica","Bajo la luz. Novela",,
60838,"Pueyo","Narraciones trágicas",,
60841,"Rivadeneyra","Obras maestras de Francisco de Quevedo",,
60842,"Bibl. Cervantes","Enciclopedia gráfica. Madrid",,
60843,"Imp. de Juan Pueyo","Al correr de la política. 1914",,
60844,"Imp. de Juan Pueyo","Moret. Páginas que guardan el sutil perfume de una vida que fue todo elegancia",,
60845,"Renacimiento","Alemania. Impresiones de un español",,
60846,"Prometeo","Greguerías",,
60847,"Imp. de Antonio Pérez Dubrull","El P. Luis Coloma. Biografía y estudio crítico",,
60848,"Renacimiento","Vidas de santos, diablos, mártires, frailes, clérigos y almas en pena",,
60849,"Claudio Santos González","En tal día. Efemérides históricas, de enero a junio, primera serie",,
60850,"Victoriano Suárez","La igualdad social y política y sus relaciones con la libertad",,
60852,"Bibl. Renacimiento","Cartas de hombres",,
60855,"Renacimiento","Semana Santa en Sevilla",,
60856,"Fuentes y Capdeville","Granada y Sevilla. Bajo-relieves",,
60859,"G. Estrada","Las riquezas del alma. Novela de costumbres",,
60860,"Garnier Hnos.","Manual de zootecnia general y especial",,
60861,"Napoleon Thompson","Poesías completas",,
60862,"Wilkinson Bros.","Doña Urraca, queen of Leon and Castile. An historical romance of The Middle Ages",,
60864,"Aribau","Pleito del matrimonio entre T. Guerrero y R. Sepúlveda, entendiendo en él como jueces y letrados Angela Grassi, A. Armas ...",,
60865,"América","La lámpara de la fama",,
60867,"Imp. de E. Rasco","Romancero de don Pedro I de Castilla",,
60869,"Estrella","Ignacio Zuloaga",,
60871,"Lib. de la Viuda de Pueyo","Hindenburg y la campaña alemana en el oriente europeo",,
60872,"Ministerio de Instrucción Pública y Bellas Artes","Catálogo monumental de España. Provincia de Álava",,
60874,"D.C. Heath & Co.","Canción de cuna",,
60876,"Ginn & Company","Pascual López. Autobiografía de un estudiante de medicina",,
60877,"Imp. Mercantil","Un libro más. Fragmentos de 1881 a 1906",,
60878,"Antonio Arqueros","Extremadura y España",,
60880,"Tip. de Manuel G. Hernández","Guía de la Villa y Archivo de Simancas",,
60883,"América","Recuerdos históricos de la guerra de la independencia. Colombia y el Perú (1819-1826)",,
60885,"S. Manervo","Un nido de palomas. Novela original",,
60886,"Garnier Hnos.","La fea. El buen policía",,
60887,"Est. Tip. Montoya","Pascual López. Autobiografía de un estudiante de medicina",,
60888,"(Tip. Perojo)","Certamen literario en conmemoración del segundo centenario del nacimiento de fray Benito Jerónimo Feijóo, autor del Teatro crítico universal. Celebrado en Orense el 8 de octubre de 1876",,
60889,"Compañía Ibero-Americana de Publicaciones (CIAP)","Almanaque. Escolios del año",,
60890,"Bailly-Bailliere","El peregrino entretenido. Viaje romancesco",,
60891,"R. Velasco, Imp.","Otoñales. Poesías",,
60892,"Renacimiento","Historia de un escéptico. La hora trágica. Novela",,
60893,"Gallimard","La vie de Goya",,
60894,"Imp. Sáez Hnos.","Los derechos inobjetables de Bolivia al Chaco Boreal",,
60895,"Mundo Latino","Artistas españoles contemporáneos. El arte en España",,
60897,"Carbonell y Esteva","El derecho a vivir y el deber de morir. Consideraciones filosófico-sociales, añadidas a la significación de Voltaire en la época moderna",,
60900,"Ginn & Co.","El palacio triste & Ganarse la vida",,
60901,"Imp. de Henrich y Cía.","Sartor resartus. Vida y opiniones del señor Teufelsdröckh",,
60904,"Henrich","La humilde verdad",,
60905,"Compañía General de Artes Gráficas","Maelstrom (novela)",,
60906,"[s.n]","Inquietud (ráfagas de Amor y Dolor)",,
60907,"[Rivadeyneyra]","La maja. Comedia en tres actos, en verso",,
60908,"Biblioteca Hispania","El doncel romántico. Folletín escénico en cinco capítulos y en verso",,
60909,"Imp. Clásica Española","Encarna la costurera o Hasta el fin nadie es dichoso. Sainete en dos actos",,
60910,"Tall. graf. Piñera","He visto a un hombre saltar. Pasatiempo cómico en tres actos, el segundo dividido en dos cuadros",,
60912,"Lib. de la viuda de Pueyo","Benaventianas",,
60913,"[s.n.]","La tristeza del amo",,
60914,"Rivadeneyra","Sevilla en la literatura (las novelas sevillanas de José Más)",,
60917,"R. Velasco [Imp.]","El verdugo de Sevilla. Casi sainete en tres actos y en prosa",,
60918,"Renacimiento","A la moderna. Comedia en dos actos",,
60919,"G. Hernández y G. Saez","Cuenta de la lavandera. Vía Iris. Antenas siderales",,
60922,"Lib. de la Viuda de Pueyo","Don Beltrán de Figueroa. Comedia del siglo XVII",,
60924,"L. Rubio","El hombre que quiere comer. Comedia en tres actos",,
60926,"Suc. de R. Velasco","Mademoiselle Naná. Sainete en tres actos",,
60927,"Sociedad de Autores Españoles","La mercería de la Dalia roja. Comedia asainetada en tres actos",,
60928,"Sociedad de Autores Españoles","El millonario y la bailarina. Comedia en tres actos",,
60929,"Biblioteca Hispana","La entretenida. Comedia en tres actos",,
60930,"[Estrella]","La señorita está loca. La vida sigue",,
60931,"Ediciones del Árbol","Los muertos, las muertas y otras fantasmagorías",,
60932,"V.H. Sanz Calleja","De la vida sencilla. Poesías originales",,
60933,"(Imp. Sáez Hermanos)","De Madrid a Oviedo, pasando por las Azores. Novela",,
60934,"Sands and Co.","A saint in a hurry  (El divino impaciente). The story of Saint Francis Xavier",,
60936,"[s.n.]","El pájaro sin alas",,
60937,"The Macmillan Co.","Camino adelante. Comedia en dos actos y en prosa",,
60939,"Voluntad","Nuevas poesías. Segunda parte de De la vida sencilla",,
60940,"Hernando","La cantaora del puerto. El deseo",,
60941,"Sociedad de Autores españoles","La casa de la bruja. Comedia popular melodramática en tres actos",,
60942,"Tall. Gráf. Piñera","Poca cosa es un hombre. Comedia en tres actos",,
60943,"[Estrella]","Madame Pepita. La mujer del héroe. La suerte de Isabelita",,
60944,"E. Domenech","El amor catedrático",,
60945,"Pueyo","Las gafas del diablo",,
60946,"Pueyo","Canción de cuna. Primavera en otoño. Lirio entre espinas",,
60947,"Espasa-Calpe","Escenas junto a la muerte. Novela",,
60948,"Compañía Ibero-americana de Publicaciones","Los valores eróticos en las religiones. El amor en el Cantar de los cantares",,
60949,"Viuda de Hernando","El corral de las comedias. Cuadros al fresco. Ultramarinos. ¡Amén! o el ilustre enfermo. Las recomendaciones. Carranza y compañia",,
60950,"[Estrella]","Maravilla",,
60951,"Mundo Latino","Piedras preciosas",,
60952,"Garnier Hnos.","Pelayo González. Algunas de sus ideas, algunos de sus hechos, su muerte",,
60953,"Mundo Latino","La muerte nueva",,
60954,"Mundo Latino","El corazón",,
60955,"Saturnino Colleja","Feminismo, feminidad, españolismo",,
60956,"Gustavo Gili","Los fantasmas del museo",,
60957,"Espasa-Calpe","Luis Candelas, el bandido de Madrid",,
60958,"Renacimiento","Eva curiosa. Libro para mujeres",,
60959,"Saéz Hnos.","Vuelos de golondrina. Novelas",,
60960,"Biblioteca Nueva","La Villa y Corte pintoresca. Escenas y momentos madrileños",,
60961,"Renacimiento","Los ojos abiertos. Escenas de la vida de un pobre hombre",,
60963,"Maucci","Rosas de pasión",,
60964,"América","Cuentos judíos contemporáneos",,
60965,"Alejandro Pueyo","La voluntad de Dios. Novelas",,
60966,"La Novela Mundial","Dama pobreza (un milagro de San Francisco). Novela",,
60967,"[Imp. de los Hijos de M.G. Hernández]","Íntimas (coplas viejas)",,
60969,"Imp. de Antonio Marzo","Leyenda",,
60970,"R. Velasco","Cartucherita. Novela andaluza",,
60971,"Biblioteca Nueva","La esclava del Señor. Novela",,
60973,"Tip. de la ""Revista de Archivos, Bibliotecas y Museos""","Lunes antes del alba (cuentos)",,
60975,"[s.n.]","El lIbro de las danzarinas",,
60976,"Imp. Casa Vidal","La reina Silencio. Tragedia",,
60977,"Sociedad General Española de Librería","Sirenas mudas. Drama en tres actos",,
60979,"Edit. España","Volpone o El zorro",,
60981,"Imp. Hispano-Alemana","La Tizona. Drama romántico en cuatro jornadas",,
60982,"R. Velasco [Imp.]","Aire de fuera. Comedia en tres actos y en prosa",,
60983,"Imp. y Edit. Castro","¡Comunismo! Novela. El comunismo, visto a través de los bajos fondos madrileños",,
60984,"Mundo Latino","Por un milagro de amor. Novela",,
60985,"José Yagües","Los indianos vuelven. Novela",,
60986,"(Imp. Helénica)","Sueños de noches lejanas",,
60988,"R. Velasco","La de los siete pecados (El libro de las danzarinas)",,
60989,"R. Velasco [Imp.]","El eco. Drama en tres actos y en prosa",,
60991,"Nuestra raza","Bolívar criollo",,
60992,"Maucci","Mi Patria y mi Dama. Poesías",,
60993,"Nuestra raza","Bolívar, libertador",,
60994,"Antea","El vellocino de plata. Novela",,
60995,"Renacimiento","La locura de un erudito",,
60997,"Manzanera","Caminito abajo",,
60998,"Ramón Sopena","El último contrabandista. Novela",,
60999,"Mundo Latino","La copa de Anacreonte. Poesías",,
61001,"Lusitania Ed.","El retorno. Novela espiritista (basada en hechos reales)",,
61002,"Plutarco","Mangas y capirotes (España en su laberinto teatral del siglo XVII)",,
61003,"Renacimiento","Despertar para morir (novela). 3ª ed.",,
61005,"Compañía Ibero-Americana de Publicaciones (CIAP)","Daniel Vierge, el renovador y el príncipe de la ilustración moderna",,
61006,"Renacimiento","Teatro de ensueño",,
61007,"Renacimiento","Los pastores. Comedia en dos actos",,
61008,"W. Friedrich","Luther im spiegel spanischer poesie. Bruder Martin's vision, nach der 10. aufl der dichtung unseres zeitgenossen d. Gaspar Núñez de Arce im versmaass des originals übertragen",,
61010,"Renacimiento","La casa de la primavera. Los romances del hogar. Las ciudades románticas. Paisajes espirituales. El mensaje de las rosas. Las horas",,
61011,"Renacimiento","El reino de Dios. Elegía en tres actos",,
61012,"[Juan Pueyo]","Canción de cuna. Lirio entre espinas. El ideal",,
61013,"Renacimiento","Madame Pepita. Comedia en tres actos",,
61015,"Calpe","El Convivio",,
61017,"Renacimiento","La esfinge maragata. Novela premiada por la Real Academia Española",,
61018,"Imp. de J. Rueda","La cópula. Novela de amor",,
61021,"W. R. Jenkins","Fortuna y otros cuentos",,
61022,"Espasa-Calpe","Vorágine sin fondo. Novela",,
61023,"Imp. y Fundición de M. Tello","La ilustre figuranta. Novela",,
61025,"Calpe","La bien plantada de Xenius",,
61026,"Mundo Latino","La huelga de los poetas. (Novela)",,
61027,"Hernando","Humos de rey. Novela",,
61029,"Magisterio español","Viaje por las escuelas de España",,
61031,"Pueyo","Más allá del amor y de la vida. Novela",,
61032,"[s.n.]","Religio est libertas. Estudios filosóficos",,
61034,"M. Perez Villavicencio","Madrid sentimental",,
61035,"La Nave","Loyola",,
61036,"Sucesores de Hernando","La educación de la mujer de mañana",,
61038,"M. Alonso","Picardías clásicas; chascarrillos, paradoja, epigramas, jácara, letrillas, canción y romances olvidados o desconocidos",,
61040,"La España Editorial","La caja de música. Poesías",,
61042,"La Campaña","Del amor, del dolor y del vicio",,
61043,"(Est. tip. de Alvarez Hnos.)","A la luz de una lámpara. Colección de cuentos morales",,
61044,"Imp. de los Señores Rojas","Sendas opuestas. Novela original",,
61045,"Cía. Ibero-Americana de Publicaciones (CIAP)","Barcos y puertos",,
61046,"Sopena","La quimera",,
61047,"(Imp. de Bailly-Baillière)","Los marañones. (Leyenda áurea del Nuevo Mundo)",,
61048,"Prensa popular","La garra. Drama en dos actos y en prosa",,
61049,"Caro Raggio","Tres horas en el Museo del Prado. Itinerario estético",,
61050,"[Imp. de J. Pueyo]","Los Césares de la Patagonia. (Leyenda aúrea del Nuevo Mundo)",,
61051,"Cervantes","Las cien mejores poesías (liricas) de la lengua inglesa",,
61052,"M. Aguilar","William Shakespeare",,
61053,"Fortanet","Un sevillano en París (1785-1842)",,
61055,"Renacimiento","Londres. Impresiones de un español",,
61056,"Rafael Caro Raggio","Los conquistadores. El origen heroico de América",,
61057,"Biblioteca Hispania","El secreto de la vida y de la muerte. Exploraciones",,
61058,"Editorial-América","Tierras mártires",,
61059,"Voluntad (Madrid. 1919)","El llanto de la Virgen (cuento)",,
61060,"Garriga","La pintura italiana",,
61061,"Voluntad (Madrid. 1919)","Flores de maravilla (cuento)",,
61062,"Garriga","Los primitivos flamencos. De Van Eyck a Bruegel",,
61063,"Voluntad (Madrid. 1919)","Las alas abiertas (cuento)",,
61065,"Gil Blas","Pastorelas",,
61067,"La Revista de Santander","Naufragio (poema)",,
61069,"V. H. Sanz Calleja","La voz de la conseja. Tomo II",,
61071,"V.H. Sanz Calleja","Simientes",,
61072,"José Janés","Obras de Charles Morgan",,
61073,"La Esfera","Los milagros del amor (cuento)",,
61075,"Los Novelistas. Ed. Prensa Moderna","El goce de robar (novela)",,
61077,"Librería general de Victoriano Suárez","La Revolución del 68 y la cultura femenina. Un episodio nacional que no escribió Pérez Galdós. (Apuntes del natural)",,
61079,"Renacimiento","Despertar para morir (novela). 2ª ed.",,
61081,"La Revista de Santander","Álamo (poema)",,
61085,"LIFESA","De Antonio Machado a su grande y secreto amor",,
61089,"Publicaciones Prensa Gráfica","Cumbres al sol (novela)",,
61090,"José Janés","Obras de Georges Duhamel",,
61091,"eLITE-CM/UCM-BNE","Aurora de España. Edición digital",,
61092,"Garriga","La pintura alemana",,
61096,"Juventud","Catalina la Grande",,
61097,"Renacimiento","Al amor de las estrellas (Mujeres del Quijote)",,
61098,"Garriga","La pintura en China",,
61099,"Compañía Ibero-Americana de Publicaciones (CIAP)","La virgen prudente. 2ª ed.",,
61100,"eLITE-CM/UCM-BNE","Las hijas de don Juan. Edición digital",,
61101,"Garriga","La pintura en Bélgica. De Rubens a los surrealistas",,
61104,"Compañía Ibero-Americana de Publicaciones (CIAP)","La niña de Luzmela. 2ª ed.",,
61105,"G.P.","El notario de El Havre",,
61106,"Los Poetas","Antología de mujeres",,
61107,"Garriga","La escuela inglesa de pintura, precedido de La ""manera inglesa"" en pintura",,
61108,"Biblioteca Nueva","Aurora de España. Reedición",,
61109,"Juventud","La buena tierra. Novela",,
61110,"Librería de Fernando Fe","La niña de Luzmela. 1ª ed.",,
61111,"Editorial Pueyo","Ruecas de marfil (novelas). 2ª ed. aum.",,
61112,"Bloud y Gay Editores","Don Quijote en Barcelona",,
61113,"Garriga","Pintores del siglo XX de la escuela de París",,
61114,"Diana Artes Gráficas.","La virgen prudente. Revista literaria ""Novelas y cuentos""",,
61115,"Juventud","La buena tierra",,
61118,"José Janés","La fuente",,
61119,"Editorial Sucre","Roca viva",,
61120,"Alfaguara","El clavo",,
61121,"Costa-Amic","La novela del Indio Tupinamba",,
61122,"Arcadia","Os poemas de Luis Buñuel",,
61123,"Costa-Amic","Federica no era tonta y otros cuentos",,
61124,"José Janés","Imágenes en un espejo",,
61125,"Heraldo de Aragón","Obra literaria",,
61126,"Carlos E. Pinto","Poemas (inéditos)",,
61127,"La Verónica","Tres en uno. Auto sacramental a la antigua usanza",,
61128,"Orbe","Umbral de sueños",,
61130,"Ediciós do Castro","A aza enraizada. Cantigas de bendizer",,
61132,"Ediciones Grillo","Las hogueras del ocaso",,
61133,"Ediciones Grillo","Cirios en los rascacielos y otros poemas",,
61134,"Lauro","La fuente",,
61141,"[Agustín Núñez] Argos","Nadie llora al cocodrilo",,
61143,"Juventud","La buena tierra",,
61144,"Editorial del Departamento de Instrucción Publica","Narraciones de Norteamérica",,
61146,"Unidad Mexicana de Escritores","Cuentos de las cosas",,
61148,"Publicaciones de la Diputación de Granada","Poesía y teatro",,
61156,"Ediciones Demófilo","Evocación del cante (el decir y el cantar de mi pueblo)",,
61158,"Institució Alfons el Magnànim","Poesía completa",,
61159,"Institució Alfons el Magnànim, Diputació de València","Artículos y ensayos",,
61160,"Cid","El fantasma de Canterville [El cumpleaños de una princesa]",,
61161,"Ollantay","Poetas Libres de la España Peregrina en América",,
61162,"Cruz del Sur","Poetas del destierro",,
61164,"Rialp (Adonáis)","Poetas españoles en USA",,
61173,"Rafael Dalmau Editor","L’alegre vianant: geopoemas",,
61174,"La Mirada","Les gràcies terrenals",,
61175,"Grant & Cutler","Selección de poemas (1936-1973)",,
61176,"Edición Granada","Romances de los ríos de España",,
61179,"Espasa Calpe","La señora del perro y otros cuentos",,
61181,"Espasa-Calpe","La señora del perro y otros cuentos",,
61182,"Aguilar","Libro armilar de poesía y memorias bisiestas",,
61183,"Planeta-De Agostini","Cuentos",,
61184,"Atenea","Las imágenes migratorias",,
61187,"Galaxia","Lua de além-mar",,
61188,"Ínsula","Midas",,
61189,"Ágora","Sin agua, el mar",,
61190,"Juventud","Catalina la Grande",,
61191,"Ediciones Rueca","Nostalgia de mañana",,
61192,"Ínsula","Presencia del recuerdo",,
61193,"Mirador","Ardiente desnacer",,
61194,"Juventud","El notario de El Havre",,
61195,"Gemor Press","Rendezvous with Spain",,
61196,"Editora Nacional","Poesía",,
61198,"Meridiano","Versos",,
61199,"Juventud","Rebelión en el desierto",,
61201,"Yunque","[Percy Bysshe Shelley]",,
61203,"Las Américas Publishing Company","Senda sonora",,
61205,"Librería Hachette","Caudal y cauce",,
61206,"Galaxia","Rio de Sonho e Tempo",,
61208,"Oasis Publications","Estela de Presagios",,
61209,"Yunque","[John Keats]",,
61210,"eLITE-CM/UCM-BNE","El Kodak",,
61211,"Juventud","Las dudas de Millicen",,
61214,"eLITE-CM/UCM-BNE","La galantería. Diálogo entre don Juan y una feminista",,
61215,"[Nuñez y Cía.]","Boda por venganza",,
61222,"eLITE-CM/UCM-BNE","Ensayos de mujeres modernas",,
61225,"Mateu","El niño de oro. Cuento fantástico",,
61226,"eLITE-CM/UCM-BNE","El encaje roto",,
61228,"eLITE-CM/UCM-BNE","La madre y la radiotelefonía",,
61229,"Juventud","¡A casarse tocan!",,
61231,"Livraria Sá da Costa Editora","Futuro imemorial (Manual de velhice para principiantes)",,
61232,"Espasa-Calpe Argentina","La señora del perro y otros cuentos",,
61233,"Livros Horizonte","Deus, Tempo, Morte, Amor e outras bagatelas",,
61234,"Espasa-Calpe","La señora del perro y otros cuentos",,
61235,"Fundaçao Europeia Viqueira, Instituto de Estudos Luso-Galaicos","6 Poemas a Rosalía de Castro",,
61236,"Ediciones Rafael Inglada","Espelho cego",,
61237,"Aguilar","Retratos culturales",,
61242,"Papeles de Son Armadans","Poemas",,
61243,"Espasa-Calpe","La señora del perro y otros cuentos",,
