clavy_id,"nombre","recursos","género","fechas asociadas al nombre"
62831,"Acosta y Tovar, José María","1","Hombre","1881-1936"
62833,"Paso, Antonio","18","Hombre","1870-1958"
62837,"Pérez, Modesto","2","Hombre","1878-"
62843,"Torre, Guillermo de",0,"Hombre","1900-1971"
62846,"Seco de Lucena Escalada, Francisco","2","Hombre","1869-1904"
62859,"Ganivet, Ángel","31","Hombre","1865-1898"
62863,"Gálvez, Pedro Luis de","2","Hombre","1882-1940"
62868,"Cuchy Arnau, José","4","Hombre","1860-1925"
62871,"Vilà, Miquel","1","Hombre","1940-"
62873,"Torralba, Juan José","1","Hombre","1937-"
62876,"Shakespeare, William","5","Hombre","1564-1616"
62878,"Hugo, Victor","2","Hombre","1802-1885"
62882,"López Silva, José","54","Hombre","1861-1925"
62891,"Hamsun, Knut","1","Hombre","1859-1952"
62895,"Bergson, Henri","1","Hombre","1859-1941"
62896,"Manso Torres, Enrique","1","Hombre",
62897,"Aydée Raggio, Amalia","1","Mujer",
62901,"Vives, Francisco","1","Hombre",
62918,"Xumetra, Ferrán","1","Hombre","1865-1920"
62920,"Balaguer, Víctor","2","Hombre","1824-1901"
62921,"Wren, Percival Christopher","1","Hombre","1885-1941"
62925,"Escalera, Manuel de la","1","Hombre","1895-1994"
62927,"Claramunda Bes, José María","1","Hombre",
62928,"Ferrari, Emilio","8",,"1853-1907"
62933,"Juan, Enrique de","1","Hombre",
62937,"Lindemann, Kelvin","1","Hombre",
62949,"Cheyney, Peter","1","Hombre",
62951,"Gerard, Louise","1","Mujer",
62961,"Butler, Joan","1","Hombre","1905-1979"
62962,"Antón del Olmet, Luis","38","Hombre","1886-1923"
62965,"Vázquez Calleja, Félix","10","Hombre","1881-1963"
62970,"Young, Desmond","1","Hombre","1892-1966"
62974,"Reilly, Helen","1","Mujer",
62980,"Jammes, Francis","1","Hombre","1868-1938"
62982,"Jovellanos, Gaspar Melchor de","1","Hombre","1744-1811"
62984,"Loygorri Pimentel, José","4","Hombre","1884-"
62986,"Díaz, Porfirio","1",,"1830-1915"
62988,"Lloréns García, Ramón F.",0,"Hombre","1961-"
62989,"Ory, Eduardo de","6","Hombre","1884-1939"
62995,"Zilahy, Lajos","1","Hombre","1891-1974"
62999,"Bartolozzi, Salvador","2","Hombre","1882-1950"
63002,"La Fontaine, Jean de","1","Hombre","1621-1695"
63009,"Lagos",0,,"1897-1995"
63011,"Bernstein, Henry","1","Hombre","1876-1953"
63015,"Novás Calvo, Lino","1","Hombre","1905-1983"
63017,"Gurrea, Manuel","1","Hombre",
63022,"Castelar, Emilio","2","Hombre","1832-1899"
63023,"Andrews, V. C.","1",,"1923-1986"
63026,"Aza, Vital","1","Hombre","1851-1912"
63028,"Ramos Carrión, Miguel","2","Hombre","1848-1915"
63030,"Estremera, José","1","Hombre","1852-1895"
63035,"Bocca, Geoffrey","1","Hombre",
63037,"MacDonald, Hugh C.","1","Hombre",
63040,"Pellicer, Josep Lluis","1","Hombre","1842-1901"
63043,"Grove, Kim","1","Mujer",
63051,"Lieberman, Herbert","1","Hombre",
63052,"Pidal y Mon, Alejandro","1","Hombre","1846-1913"
63054,"Palau, Melchor de","12","Hombre","1843-1910"
63055,"Flowers, Charles","1","Hombre",
63060,"Cesbron, Gilbert","1","Hombre","1913-1979"
63064,"Lewis, Sinclair","1","Hombre","1885-1951"
63065,"Verdaguer, Jacint","1","Hombre","1845-1902"
63072,"Hunt, Morton","1","Hombre",
63073,"Pitarra, Serafí","1","Hombre","1839-1895"
63076,"Hall, Oakley","1","Hombre","1920-2008"
63078,"Ayer, Frederick","1","Hombre",
63082,"Cleary, Jon","1","Hombre",
63086,"Véry, Pierre","1","Hombre","1900-1960"
63090,"Atkins, Lee","1","Hombre",
63095,"Rodríguez Redondo, Jesús","1","Hombre","fl. 1901-1916"
63096,"Simmons, Ernest","1","Hombre",
63101,"Redel y Aguilar, Enrique","11","Hombre","1872-1909"
63105,"Ocaña, Juan","1","Hombre",
63106,"Ribera, Antonio","1","Hombre","1920-2001"
63108,"Green, Gerald","1","Hombre",
63109,"Mir, Miguel","1","Hombre","1841-1912"
63113,"Pavón, Francisco de Borja","2","Hombre","1814-1904"
63116,"Wilson, Angus","1","Hombre","1913-1991"
63120,"Field, Rachel","1","Mujer",
63122,"Radford, Edwin","1","Hombre",
63124,"Radford, M. A.","1",,
63125,"Torres y Torres, Manuel","1",,"1849-1914"
63128,"Vincent, Adrian","1","Hombre",
63141,"Aguilar y Cano, Antonio","1","Hombre","1848-1916"
63142,"Llanas Aguilaniedo, José María","2","Hombre","1875-1921"
63143,"Eskuchen, Karl",0,"Hombre",
63145,"Bretón, Tomás","1","Hombre","1850-1923"
63146,"Abelín, Isaac",0,"Hombre",
63147,"Linares-Rivas, Manuel","53","Hombre","1866-1938"
63148,"Rein, Hermann",0,"Hombre","1898-1953"
63149,"Larrubiera, Alejandro","14","Hombre","1869-1937"
63150,"García-Valdecasas, Francisco",0,"Hombre","1910-2005"
63151,"Pedraza Ostos, José","2","Hombre","1880-1937"
63153,"Corral y Maestro, León",0,"Hombre","1855-1939"
63156,"Enríquez de Salamanca, Fernando",0,"Hombre","1890-1966"
63157,"Romero Calvet, Rafael","2","Hombre","1884-1925?"
63158,"Quintana, Manuel José","1","Hombre","1772-1857"
63162,"Laux, John Donald",0,"Hombre",
63165,"Morros Sardá, José",0,"Hombre",
63169,"García Rodríguez, Fernando",0,"Hombre","1937 sept. 27-"
63170,"Segre, Enrique","2","Hombre",
63174,"Jackson Veyán, José","5","Hombre","1852-1935"
63175,"Giménez, Gerónimo","2","Hombre","1854-1923"
63177,"Rubio y Pérez Dávila, Jesús","1","Hombre",
63178,"Kafka, Franz","1","Hombre","1883-1924"
63181,"López-Ballesteros, Luis","6","Hombre","1869-1933"
63183,"Jardón Pardo de Santayana, Pelayo",0,"Hombre",
63184,"Loma, José de la","1","Hombre","1860-1916"
63187,"Azpiazu, Salvador","1","Hombre","1867-1927"
63189,"Carr, Edward Hallett","1","Hombre","1892-1982"
63195,"Benavente, Jacinto","12","Hombre","1866-1954"
63196,"Urrusti, Lucinda",0,"Mujer",
63198,"Sánchez Castro, Carmelo","1","Hombre",
63202,"Martínez, Josebe",0,"Hombre",
63205,"Cabré, María Ángeles","1","Mujer","1968-"
63209,"Ena Bordonada, Ángela","2","Mujer",
63210,"Pellicer López, Julio","11","Hombre","1872-1938"
63212,"Méténier, Oscar","1","Hombre","1859-1913"
63213,"Israel Garzón, Jacobo",0,"Hombre","1942-"
63215,"Pacheco, Carlos M.","1","Hombre","1881-1924"
63216,"Delgado, Sinesio","6","Hombre","1859-1928"
63219,"Picón, Jacinto Octavio","31","Hombre","1852-1923"
63220,"Faure, Elie","1","Hombre","1873-1937"
63226,"Moch, Jules","1","Hombre",
63229,"Orozco Romero, Carlos",0,"Hombre","1896-1984"
63233,"Asúnsolo, Ignacio",0,"Hombre",
63237,"Riess, Curt","1","Hombre","1902-1993"
63240,"Valender, Luisa",0,"Mujer",
63241,"López de Saá, Leopoldo","5","Hombre","1870-1936"
63242,"Gandullo, Luis","1","Hombre",
63243,"Vázquez y Rodríguez, Leopoldo","1",,"1844-1909"
63246,"Guerra, Rafael","1","Hombre","1862-1941"
63248,"López, Nicolás María","3","Hombre","1863-1936"
63249,"Paso, Antonio",0,"Hombre","1870-1958"
63251,"Vega, Ricardo de la","2","Hombre","1839-1910"
63256,"Manzano, Fernando","1","Hombre","1862-1893"
63258,"Luis XVII de Francia","1","Hombre","1785-1795"
63260,"Dorio de Gádex","5","Hombre","1887-1924"
63261,"Martínez Olmedilla, Augusto","18","Hombre","1880-1965"
63262,"Brenes Mesén, Roberto","1","Hombre","1874-1947"
63263,"Miró, Emilio",0,"Hombre","1940-"
63264,"Maura, Antonio","4","Hombre","1853-1925"
63265,"Pérez Bueno, Luis","1","Hombre",
63266,"Lagos, Concha",0,,"1907-2007"
63267,"Ray, Medora Loomis","1","Mujer",
63268,"Moreno Villa, José",0,"Hombre","1887-1955"
63269,"Elías,  Feliu","2","Hombre","1878-1948"
63270,"Gómez, Juan Vicente","1","Hombre","1857-1935"
63271,"Valender, James",0,"Hombre",
63272,"Black, William George","1","Hombre",
63273,"Machado y Álvarez, Antonio","2","Hombre","1848-1893"
63274,"Stendhal","1","Hombre","1783-1842"
63276,"Matheu, José María","9","Hombre","1847-1929"
63280,"López R., Emilio","1","Hombre",
63282,"Mañé, Teresa","1","Mujer","1865-1939"
63283,"Bravo Castillo, Juan","1","Hombre","1948-"
63287,"Nogales, José","8","Hombre","1860-1908"
63292,"Andrada Gayoso, Ángel","1","Hombre",
63293,"Blasco Ibáñez, Vicente","8","Hombre","1867-1928"
63294,"Ledesma, Dámaso",0,"Hombre","1866-1928"
63295,"Pérez de Ayala, Ramón","50","Hombre","1880-1962"
63296,"Mesa, Enrique de","12","Hombre","1878-1929"
63297,"Góngora y Argote, Luis de",0,"Hombre","1561-1627"
63299,"Linares, Manuel","1","Hombre","1839-1909"
63300,"Noel, Eugenio","12","Hombre","1885-1936"
63306,"Carrera, J.","1",,
63307,"Valera, Juan","2","Hombre","1824-1905"
63308,"Daudet, Alphonse","1","Hombre","1840-1897"
63311,"Schevill, Rudolph","1","Hombre",
63313,"Corral, José María de",0,"Hombre","1889-1971"
63315,"Santori, Giacomo",0,"Hombre",
63319,"Polo, Cándido",0,"Hombre","1951-"
63322,"Cuadrado, Juan",0,"Hombre","1904-1946"
63324,"Nakens, José","6","Hombre","1841-1926"
63327,"Pla Dalmau, María","4","Mujer",
63328,"Castillo y Soriano, José del","6","Hombre","1849-1928"
63330,"Pradilla y Ortiz, Francisco","1","Hombre","1848-1921"
63345,"Nicole, Rose","1","Mujer",
63346,"Sainz-Amor, Concepción",0,"Mujer",
63360,"Aimard, Gustave","1","Hombre","1818-1883"
63363,"Cabrinety, Josep","6","Hombre",
63366,"Alexander, Boyd","1","Hombre",
63370,"Rignano, Eugenio","1","Hombre","1870-1930"
63371,"Asensi, Julia de","20","Mujer","1859-1921"
63376,"Granell y Forcadell, Miguel",0,"Hombre","1865-1936"
63380,"Rousseau, Jean-Jacques","1","Hombre","1712-1778"
63381,"Biedma, Patrocinio de","10","Mujer","1845-1927"
63389,"Navarro de Luzuriaga, María Luisa","1","Mujer",
63390,"Quinet, Edgar","1","Hombre","1803-1875"
63396,"Calé y Torres de Quintero, Emilia","3","Mujer","1837-1908"
63403,"Renan, Ernest","1","Hombre","1823-1892"
63407,"Blasco, Pili",0,,"1921-"
63408,"Canel, Eva","1","Mujer","1857-1932"
63410,"Lytton, Edward Bulwer Lytton,","1","Hombre","1803-1873"
63411,"Castellví y Gordón, Isabel María del Carmen de","2","Mujer","1865-1949"
63421,"Launay, Clément","1","Hombre",
63422,"Trillo","1","Hombre",
63425,"Cousinet, Roger","1","Hombre","1881-1973"
63426,"Mantegazza, Paolo","1","Hombre","1831-1910"
63428,"Soler i Mata, Joan",0,"Hombre",
63432,"Rousselet, Jean","1","Hombre",
63434,"Naud-Ithurbide, J. R.","1",,
63438,"Lefevre, Lucien","1","Hombre",
63441,"Mattachich, Géza","1",,
63444,"Loosli-Usteri, Marguerite","1","Mujer",
63445,"Leopardi, Giacomo","1","Hombre","1798-1837"
63451,"Sánchez Solá, Eduardo","1","Hombre","1869–1949"
63453,"Lorenzana, Sarah","2","Mujer","1878-1960"
63454,"Gourmand, Paul","1","Hombre",
63458,"Lozano de Vilchez, Enriqueta","6","Mujer","1829-1895"
63465,"Rosenberg, Arthur","1","Hombre","1889-1943"
63467,"Brousson, Jean Jacques","1","Hombre",
63468,"Vivanco, Ángel","1","Hombre",
63471,"Hartmann, Ludo Moritz","1","Hombre","1865-1924"
63475,"Oliva, Julián",0,"Hombre","ca 1908-ca.1994"
63477,"Rings, Werner",0,"Hombre","1910-1998"
63479,"Torrents, P. Luis",0,"Hombre","1891-1966"
63481,"Torres, Adolfo de",0,"Hombre",
63482,"Dato, Filomena","2","Mujer","1856-1926"
63483,"Gimeno de Flaquer, Concepción","5","Mujer","1850-1919"
63486,"Reuter, Walter",0,"Hombre","1906-2005"
63489,"Lázaro Bayarri, José",0,"Hombre","1893-1979"
63490,"Lacal de Bracho, Luisa","2","Mujer","n. 1874"
63491,"Vidal, Luis",0,"Hombre","1900-1959"
63495,"Alberti, Rafael","1","Hombre","1902-1999"
63498,"León, María Teresa","3","Mujer","1903-1988"
63507,"García-Sanz Marcotegui, Ángel",0,"Hombre","1949-"
63510,"San Martín Montilla, María Nieves",0,"Mujer",
63511,"Obiols Delgado, Mariano","1","Hombre","1860-?"
63513,"Montesquieu, Charles-Louis de Secondat,","1","Hombre","1689-1755"
63517,"Prada, Gloria de la","3","Mujer","1886-1951"
63522,"Hauptmann, Gerhart","1","Hombre","1862-1946"
63526,"Birt, Theodor","1","Hombre","1852-1933"
63533,"Fromentin, Eugène","1","Hombre","1820-1876"
63541,"Baroja, Pío","1","Hombre","1872-1956"
63546,"Debas, Fernando",0,"Hombre","fl. 1870-1899"
63550,"Mariezcurrena, Heribert",0,"Hombre","1846-1898"
63551,"Díaz de Mendoza, Fernando","1","Hombre","1862-1930"
63554,"Rodríguez-Solís, Enrique","23","Hombre","1844-1923"
63556,"Hebert, M. de",0,,"fl. 1862-1878"
63558,"Reyes, Arturo","11","Hombre","1863-1913"
63560,"Blasco, Justo",0,"Hombre","1850-1911"
63561,"Mesejo, Emilio","1","Hombre","1864-1931"
63562,"Navarro, Rafael","1","Hombre",
63563,"Reber, Franz von",0,"Hombre","1834-1919"
63565,"González Quijano, Onofre","1","Hombre",
63566,"Wrangel, Fredrik Ulrik Greve",0,"Hombre",
63567,"Rivas Cherif, Cipriano de","8","Hombre","1891-1967"
63570,"Baumann, Adolf",0,"Hombre","1829-1865"
63573,"Bretón, Tomás",0,"Hombre","1850-1923"
63574,"Rey, Miguel","1","Hombre",
63575,"López Monís, Antonio","1","Hombre","1875-1947"
63576,"Urraca I de León","1","Mujer","1081-1126"
63577,"Saldaña, Quintiliano","1","Hombre","1878-1938"
63578,"Miranda, Francisco de","1","Hombre","1750-1816"
63579,"Giacosa, Giuseppe","1","Hombre","1847-1906"
63581,"Pacheco y Mendoza, María","2","Mujer","1496-1531"
63583,"Pombo, Rafael","1","Hombre",
63585,"Fernández de Bethencourt, Francisco",0,"Hombre","1851-1916"
63586,"Fernández Bremón, José","2","Hombre","1839-1910"
63588,"Cano Tembleque, José","1","Hombre",
63603,"Bonilla y San Martín, Adolfo","1","Hombre","1875-1926"
63611,"Blavatsky, Helena Petrovna","4","Mujer","1831-1891"
63612,"Proust, Marcel","1","Hombre","1871-1922"
63622,"Sevilla Segura, Sergio","1","Hombre",
63623,"Roso de Luna, Mario","18","Hombre","1872-1931"
63624,"Masó, Salustiano","1","Hombre","1923-"
63626,"Cardona Castro, Francisco Luis","1","Hombre","1940-"
63627,"Montalbán, César Luis de","2","Hombre",
63632,"La Bruyère, Jean de","1","Hombre","1645-1696"
63636,"Flaubert, Gustave","1","Hombre","1821-1880"
63638,"Berges, Consuelo","1","Mujer","1905-1988"
63653,"Begtrup, Holger","1","Hombre",
63654,"Zulueta, Luis de","5","Hombre","1878-1964"
63655,"Espina, Concha","60","Mujer","1869-1955"
63656,"Zozaya, Antonio","9","Hombre","1859-1943"
63658,"Castro Alves, Antônio de","1","Hombre","1847-1871"
63659,"Villaespesa, Francisco","34","Hombre","1877-1936"
63662,"Mendilaharsu, Julio Raúl","1","Hombre","1887-1924"
63669,"Sawa, Alejandro","11","Hombre","1862-1909"
63670,"Vives",0,"Hombre",
63677,"Sienkiewicz, Henryk","1","Hombre","1846-1916"
63681,"Rivas","1","Hombre",
63682,"Villalón, Fernando","2","Hombre","1881-1930"
63686,"Sánchez Mazas, Rafael","1","Hombre","1894-1966"
63687,"Pérez Ferrero, Miguel","1","Hombre","1905-1978"
63688,"Torre, Guillermo de","1","Hombre","1900-1971"
63689,"Wiseman, Nicholas Patrick","1","Hombre",
63691,"Díez Mateo, Félix",0,"Hombre",
63694,"Cuevas, José",0,"Hombre",
63700,"Olózaga, Salustiano de","1","Hombre","1805-1873"
63701,"Alarcón y Meléndez, Julio","1","Hombre","1843-1924"
63703,"Wittelsbach, Adalbert,","1","Hombre","1886-1970"
63708,"Maura Gamazo, Gabriel,","1",,
63709,"Salillas, Rafael","2","Hombre","1854-1923"
63711,"Azcárate, Gumersindo de","2","Hombre","1840-1917"
63712,"Witteisbach, Adalbert,","1","Hombre",
63713,"Sánchez Moguel, Antonio","1","Hombre","1838-1913"
63714,"Arnillas de Font, María del Amparo","3","Mujer",
63717,"Ballester y Rocamora, Miquel",0,"Hombre",
63719,"Alcántara, Felipe",0,"Hombre","n. 1888"
63723,"Cossío y Gómez-Acebo, Manuel de","1","Hombre",
63724,"Lund, Hans","1","Hombre",
63725,"Marco, Fernando","5","Hombre","1885-1965"
63726,"Manniche, Peter","1","Hombre",
63727,"Calvo Yuste, Cándido",0,"Hombre",
63732,"Mallafré, Luis",0,"Hombre",
63737,"Diderot, Denis","1","Hombre","1713-1784"
63738,"Borja León, Ricardo","1","Hombre","1864-1930"
63739,"Alembert, Jean Le Rond d'","1","Hombre","1717-1783"
63740,"Borja, Luis A.","1","Hombre",
63745,"Rodríguez Huéscar, Antonio","1","Hombre",
63746,"García, Miguel Ángel","1","Hombre","1862?-1955"
63747,"Starobinski, Jean","1","Hombre","1920-2019"
63749,"López y López, José","1","Hombre",
63753,"Míguez, Juan Antonio","1","Hombre",
63761,"Goethe, Johann Wolfgang von","4","Hombre","1749-1832"
63763,"Garrido, Fanny","3","Mujer","1846-1917"
63765,"Maeterlinck, Maurice","2","Hombre","1862-1949"
63771,"Suárez Fernández, Luis","1","Hombre",
63791,"Saint-Simon, Louis de Rouvroy,","1","Hombre",
63795,"Calvo Serraller, Francisco","1","Hombre","1948-"
63800,"Precioso, Artemio","27","Hombre","1891-1945"
63808,"Bjørnson, Bjørnstjerne","1",,"1832-1910"
63809,"Balzac, Honoré de","2","Hombre","1799-1850"
63816,"Díez de Medina, Lucio","1","Hombre","1904-1960"
63817,"Revuelta, José Manuel","1","Hombre",
63818,"Arguedas, Alcides",0,"Hombre","1879-1946"
63820,"López Albújar, Enrique","1","Hombre","1872-1966"
63823,"Gil, Juan","1","Hombre","1939-"
63825,"Descartes, René","1","Hombre",
63827,"Comte, Auguste","1","Hombre",
63832,"Portnoff, George","1","Hombre","1892-"
63837,"Descola, Jean","1","Hombre","1909-1981"
63850,"Pérez Ramírez, Antonio","1","Hombre",
63851,"Vargas Llosa, Mario","1","Hombre","1936-"
63852,"Lorenzo, Félix","1","Hombre","1879-1933"
63858,"Castrovido, Roberto","1","Hombre","1864-1941"
63860,"Colás Laguía, Emilio","1","Hombre",
63861,"Darnell, Pedro","1","Hombre",
63864,"Sainz de Robles, Federico Carlos","1","Hombre","1898-1982"
63866,"Maurer de la Serna, Gaby","1","Mujer",
63867,"Llerena, Pedro","2","Hombre",
63868,"Bonsels, Waldemar","1","Hombre",
63870,"Varamsina, Natalia","1","Mujer",
63871,"Barthez, Charles","2","Hombre",
63872,"Mel'nikov, Pavel Ivanovich","1","Hombre","1819-1883"
63879,"Bernanos, Georges","1","Hombre","1888-1948"
63883,"Focillon, Henri","1","Hombre","1881-1943"
63884,"Bochkareva, Maria  Leontievna","1","Mujer","1889-1920"
63890,"Durand, Paul","1","Hombre","1925-1977"
63896,"Demaison, André","1","Hombre",
63906,"Mammeri, Mouloud","1","Hombre",
63907,"Fernández Flórez, Darío","2","Hombre","1909-1977"
63910,"Torrente, José-Vicente","1","Hombre","1920-2006"
63911,"Peyro Carrió, F.","1","Hombre","1881-1927"
63914,"Ikor, Roger","1","Hombre",
63923,"Alonso Cortés, Narciso","1","Hombre","1875-1972"
63943,"Fortún, Fernando","3","Hombre","1890-1914"
63951,"Carmona Nenclares, Francisco","1","Hombre","1901-1979"
63965,"Benedicto, José Manuel","1","Hombre",
63969,"Heredia, José María de","1","Hombre","1842-1905"
63986,"Brontë, Charlotte","1","Mujer","1816-1855"
63993,"Alarcón, Pedro Antonio de","1","Hombre","1833-1891"
63994,"Collins, Wilkie","1","Hombre","1824-1889"
64006,"Ruiz-Funes, Mariano","1","Hombre","1889-1953"
64007,"Du Maurier, George","1","Hombre",
64015,"Darby, Henry Cliford","1","Hombre",
64018,"Maura, Honorio","2","Hombre","1886-1936"
64020,"Sanchez Reyes",0,"Hombre",
64022,"Menéndez y Pelayo, Marcelino",0,"Hombre","1856-1912"
64024,"Luengo, Suceso","1","Mujer","1864-1931"
64025,"Sánchez Reyes, Enrique",0,"Hombre",
64027,"Pereda, José María de",0,"Hombre","1833-1906"
64031,"Gual, Adrià","2","Hombre","1872-1943"
64032,"Howarth, Elgar",0,"Hombre",
64033,"Morote, Luis","1","Hombre","1862-1913"
64034,"Vered, Ilana",0,"Hombre",
64035,"Reina, Manuel","13","Hombre","1856-1905"
64036,"Landauer, Walter",0,"Hombre",
64038,"Rawicz, Maryan",0,"Hombre","1898-1970"
64040,"Bath, Hubert",0,"Hombre","1883-1945"
64042,"Rachmaninoff, Sergei",0,"Hombre","1873-1943"
64044,"Addinsell, Richard",0,"Hombre","1904-1977"
64045,"Monasterio de Alonso-Martínez, Antonia de","2","Mujer","1870-?"
64059,"Bühler, Karl","1","Hombre",
64069,"Lacroix, Maurice","1","Hombre",
64073,"Sigismund, Berthold","1","Hombre",
64077,"Herder, Johann Gottfried von","1","Hombre","1744-1803"
64081,"Lehmann, Rudolf","1","Hombre",
64083,"Garrido, Fanny","1","Mujer","1856-1918"
64095,"Tiedemann, Dietrich","1","Hombre","1748-1803"
64097,"Valencia, María Dolores",0,"Mujer",
64100,"Oñate, María Pilar de",0,"Mujer",
64103,"Lobato, Arcadio",0,"Hombre",
64105,"Rodero, Paz",0,"Hombre","1957-"
64106,"Gutiérrez-Gamero y de Romate, Emilio","3","Hombre","1844-"
64111,"Urberuaga, Emilio",0,"Hombre","1954-"
64124,"Moya, Miguel","1","Hombre","1856-1920"
64141,"Mantovani, Annunzio Paolo",0,"Hombre","1905-1980"
64144,"Chaikovskiï, Piotr Ilich",0,"Hombre","1840-1893"
64146,"Strauss, Johann",0,"Hombre","1825-1899"
64149,"Gerard, John","1","Hombre","1564-1637"
64150,"Díaz-Caneja, Juan","1","Hombre","1877-1948"
64151,"Salas, Piedad de","1","Mujer","1897-1997"
64154,"Rostand, Maurice","1","Hombre","1891-1968"
64158,"Calvino, Vittorio","1","Hombre",
64163,"Cortines Murube, Felipe","4","Hombre","1883-1961"
64164,"Sagan, Françoise","1","Hombre","1935-2004"
64168,"Penna, Erminia de","1","Mujer",
64170,"D'Annunzio, Gabriele","1","Hombre","1863-1938"
64171,"Luciano de Samosata","1",,"(ca. 125-180 d. C.)"
64179,"Reyes, Raimundo de los","1","Hombre","1896-1964"
64188,"Heller, Otto","1","Hombre","1896-1970"
64192,"Román Pérez, Martiniano",0,"Hombre",
64194,"Lesgaft, E. F.","1",,
64198,"Chmelev, Ivan","1","Hombre",
64202,"Ognief, Nicolai","1","Hombre",
64204,"Jarnés, Benjamín","1","Hombre","1888-1949"
64210,"Quiroga Plá, José María","1","Hombre","1902-1955"
64214,"Nicolsky, Victor","1","Hombre",
64215,"Corral, Ricardo","1","Hombre",
64224,"Nikol'skii, Viktor Aleksandrovich","1","Hombre",
64225,"Valverde, Joaquín","3","Hombre","1846-1910"
64228,"Caballero Robredo, Félix","1","Hombre",
64233,"Arroyo Lamarca, Enrique","9","Hombre","1884-1963"
64236,"Burin, Ivan","1","Hombre",
64237,"Muñiz y Mas, Adelaida","1","Mujer",
64238,"Lavergne, R.","1",,
64239,"Zorrilla, José","2","Hombre","1817-1893"
64240,"Podgursky, E.","1",,
64246,"Sillanpää, Frans Eemil","1","Hombre","1888-1964"
64250,"Deledda, Grazia","1",,"1871-1936"
64254,"Velloso, José Miguel","1","Hombre","1921-"
64256,"Fernández, Ramón","1","Hombre",
64259,"Mora, Fernando","5","Hombre","1878-1936"
64260,"Martínez Calvo, L.","1",,
64262,"Bosch Barrett, Manuel","1","Hombre","1895-1961"
64263,"F. C.","1",,
64269,"Foronda, Ana-María de","1","Mujer",
64271,"Valserra, Fabricio","1","Hombre",
64273,"Lillanpaese, Frans Emikl","1","Hombre",
64275,"Bunin, Ivan Alekseevich","1","Hombre","1870-1953"
64279,"Faulkner, William","1","Hombre","1897-1962"
64280,"Barradas, Jorge","1","Hombre","(1894–1971)"
64281,"Kuprin, Aleksandr Ivanovich","1","Hombre","1870-1938"
64283,"Tasín, Nicolás","2","Hombre","1873-1941"
64291,"Carandell, José María","1","Hombre","1934-2003"
64293,"Järvinen, Tarja","1","Mujer",
64294,"Gongora y Ayustante, Manuel de","1","Hombre","1889-1953"
64298,"López-Portillo, José","7","Hombre","1850-1923"
64299,"Azurmendi, Andoni","1","Hombre",
64302,"Onís, Federico de","2","Hombre","1885-1966"
64306,"Flores, Ángel","1","Hombre","1900-"
64311,"Gogol', Nikolaï Vasil'evich","1","Hombre","1809-1852"
64316,"Afanas'ev, Aleksandr Nikolaevich","1","Hombre","1826-1871"
64319,"Horno Liria, Luis","1","Hombre","1915-2004"
64321,"Iribarne, José","1","Hombre",
64323,"Arconada, César","2","Hombre","1898-1964"
64326,"Carriedo de Ruiz, Carmen","1","Mujer","1880-1966"
64335,"Miró, Gabriel","2","Hombre","1879-1930"
64338,"Álvarez de Sotomayor y Zaragoza, José","1","Hombre",
64348,"Valle, Adrián del","1","Hombre",
64354,"Buendía, Rogelio","1","Hombre","1891-1969"
64363,"Marín, Ricardo","6","Hombre","1874-1956"
64366,"Savine, Albert","1","Hombre","1859-1927"
64368,"Francisco de Asís, Santo","4","Hombre","1182-1226"
64372,"Apollinaire, Guillaume","1","Hombre","1880-1918"
64377,"Garin-Mijaïlovskiï, Nikolaï Gueorguievich","1","Hombre",
64383,"Goncharov, Ivan Aleksandrovich","1","Hombre","1812-1891"
64386,"Cejador y Frauca, Julio","1","Hombre","1864-1927"
64389,"Seïfullina, Lidia Nikolaevna","1","Mujer",
64390,"Sorel, Georges","1","Hombre","1847-1922"
64395,"Zamiatin, Evgueniï Ivanovich","1","Hombre","1884-1937"
64397,"Ivanov, Vsevolod Viacheslavovich","1","Hombre",
64398,"Mello, Francisco Manuel de","1","Hombre","1608-1666"
64401,"Leonov, Leonid Maksimovich","1","Hombre","1899-1994"
64405,"Gil Roësset, Consuelo","4","Mujer","1905-1995"
64407,"Donato, Magda","5","Mujer","1898-1966"
64410,"Eulate Sanjurjo, Carmela","12","Mujer","1871-1961"
64415,"Souto, Arturo","2","Hombre","1900-"
64418,"Méndez, Concha","4","Mujer","1892-1986"
64419,"González, Manuel Pedro","1","Hombre","1893-"
64430,"Byron, George Gordon","2","Hombre","1788-1824"
64436,"Juan de la Cruz","1","Hombre","1542-1591"
64438,"Barrès, Maurice","1","Hombre",
64440,"Rienzo, Cola di","1","Hombre","d. 1354"
64442,"Riego, Rafael del","2","Hombre","1784-1823"
64444,"Vargas Vila, José María","1","Hombre","1860-1933"
64446,"Romea, Julián","1","Hombre",
64448,"Abella, Ángel","1","Hombre",
64454,"Nicéforo I","2","Hombre",
64456,"Gasset, Rafael","1","Hombre",
64458,"Ribas, Federico","2","Hombre",
64460,"Martínez Echevarría, Enrique","1","Hombre",
64461,"Llorente, Teodoro","1","Hombre",
64463,"Mitchell, Peter Chalmers","1","Hombre","1864-1945"
64470,"Wagner, Richard","1","Hombre","1813-1883"
64471,"Amunátegui Reyes, Miguel Luis","1","Hombre","1862-1949"
64472,"Torrejón, Andrés","1","Hombre","1736-1812"
64473,"Amunátegui, Miguel Luis","1",,"1828-1888"
64474,"Morales, Ambrosio de","1","Hombre","1513-591"
64476,"Meller, Raquel","1",,"1888-1962"
